product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,skin_type,hair_type,ingredient,volume,spf,gender,features,description,purpose,image_url,product_url
900150,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1699,1799,6,4.8,28927,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Vitamin C,150 ml,N/A,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Vitamin C. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900150.jpg,https://example.com/products/900150
900151,Minimalist Vitamin C Serum,Beauty & Skincare,Serum,Minimalist,699,1099,36,4.2,24352,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Ceramides,150 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Minimalist Vitamin C Serum enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900151.jpg,https://example.com/products/900151
900152,Neutrogena Acne Face Wash,Beauty & Skincare,Face Wash,Neutrogena,699,899,22,4.7,637,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Ceramides,250 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Neutrogena Acne Face Wash enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900152.jpg,https://example.com/products/900152
900153,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,849,999,15,4.2,8653,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Ceramides,150 ml,SPF 30,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Ceramides. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900153.jpg,https://example.com/products/900153
900154,Neutrogena Acne Face Wash,Beauty & Skincare,Face Wash,Neutrogena,549,699,21,4.3,8212,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Vitamin C,100 ml,SPF 30,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Neutrogena Acne Face Wash enriched with Vitamin C. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900154.jpg,https://example.com/products/900154
900155,Cetaphil Moisturizing Lotion,Beauty & Skincare,Moisturizer,Cetaphil,1199,1249,4,4.3,9354,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Ceramides,50 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Cetaphil Moisturizing Lotion enriched with Ceramides. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900155.jpg,https://example.com/products/900155
900156,Maybelline Sky High Mascara,Beauty & Skincare,Makeup,Maybelline,399,549,27,4.2,15105,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Salicylic Acid,100 ml,SPF 50,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Maybelline Sky High Mascara enriched with Salicylic Acid. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900156.jpg,https://example.com/products/900156
900157,Neutrogena Hydro Boost Gel,Beauty & Skincare,Moisturizer,Neutrogena,799,1099,27,4.6,13390,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Dry Hair,Salicylic Acid,200 ml,SPF 50,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Neutrogena Hydro Boost Gel enriched with Salicylic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900157.jpg,https://example.com/products/900157
900158,Plum Body Mist,Beauty & Skincare,Beauty,Plum,549,849,35,4.8,22229,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Salicylic Acid,30 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Salicylic Acid. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900158.jpg,https://example.com/products/900158
900159,Cetaphil Gentle Skin Cleanser,Beauty & Skincare,Face Wash,Cetaphil,599,899,33,4.1,25150,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Oily Hair,Green Tea,50 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Cetaphil Gentle Skin Cleanser enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900159.jpg,https://example.com/products/900159
900160,Lakme Face Cream,Beauty & Skincare,Moisturizer,Lakme,399,549,27,4.1,2131,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Hyaluronic Acid,100 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Lakme Face Cream enriched with Hyaluronic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900160.jpg,https://example.com/products/900160
900161,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,299,399,25,4.2,22923,In Stock,ShopWise Beauty,No Warranty,All Skin,Oily Hair,Aloe Vera,50 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Aloe Vera. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900161.jpg,https://example.com/products/900161
900162,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1499,1649,9,4.1,19407,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Dry Hair,Vitamin C,50 ml,SPF 50,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Vitamin C. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900162.jpg,https://example.com/products/900162
900163,Maybelline Fit Me Foundation,Beauty & Skincare,Makeup,Maybelline,1449,1799,19,4.6,22431,In Stock,ShopWise Beauty,No Warranty,All Skin,Oily Hair,Hyaluronic Acid,100 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Maybelline Fit Me Foundation enriched with Hyaluronic Acid. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900163.jpg,https://example.com/products/900163
900164,Plum Body Mist,Beauty & Skincare,Beauty,Plum,449,649,31,4.2,11846,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Hyaluronic Acid,200 ml,SPF 30,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Hyaluronic Acid. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900164.jpg,https://example.com/products/900164
900165,Neutrogena Acne Face Wash,Beauty & Skincare,Face Wash,Neutrogena,649,1049,38,4.6,27987,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Ceramides,200 ml,SPF 50,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Neutrogena Acne Face Wash enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900165.jpg,https://example.com/products/900165
900166,Cetaphil Daily Facial Cleanser,Beauty & Skincare,Face Wash,Cetaphil,399,499,20,4.1,25343,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Green Tea,50 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Cetaphil Daily Facial Cleanser enriched with Green Tea. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900166.jpg,https://example.com/products/900166
900167,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,1499,1849,19,4.1,20165,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Aloe Vera,150 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Aloe Vera. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900167.jpg,https://example.com/products/900167
900168,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1299,1549,16,4.7,24042,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Salicylic Acid,150 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Salicylic Acid. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900168.jpg,https://example.com/products/900168
900169,Lakme 9to5 Foundation,Beauty & Skincare,Makeup,Lakme,1799,2149,16,4.8,15986,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,All Hair,Green Tea,100 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Lakme 9to5 Foundation enriched with Green Tea. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900169.jpg,https://example.com/products/900169
900170,The Derma Co Salicylic Face Wash,Beauty & Skincare,Face Wash,The Derma Co,599,749,20,4.7,10572,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Niacinamide,200 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",The Derma Co Salicylic Face Wash enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900170.jpg,https://example.com/products/900170
900171,Maybelline Sky High Mascara,Beauty & Skincare,Makeup,Maybelline,799,949,16,4.5,22913,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Ceramides,250 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Maybelline Sky High Mascara enriched with Ceramides. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900171.jpg,https://example.com/products/900171
900172,Minimalist Sunscreen SPF 50,Beauty & Skincare,Sunscreen,Minimalist,349,649,46,4.5,14732,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Niacinamide,30 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Minimalist Sunscreen SPF 50 enriched with Niacinamide. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900172.jpg,https://example.com/products/900172
900173,Minimalist Sunscreen SPF 50,Beauty & Skincare,Sunscreen,Minimalist,849,899,6,4.7,15048,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,All Hair,Aloe Vera,150 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Minimalist Sunscreen SPF 50 enriched with Aloe Vera. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900173.jpg,https://example.com/products/900173
900174,Cetaphil Gentle Skin Cleanser,Beauty & Skincare,Face Wash,Cetaphil,399,599,33,4.7,28144,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Salicylic Acid,200 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Cetaphil Gentle Skin Cleanser enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900174.jpg,https://example.com/products/900174
900175,Minimalist Sunscreen SPF 50,Beauty & Skincare,Sunscreen,Minimalist,749,949,21,4.1,23273,In Stock,ShopWise Beauty,No Warranty,All Skin,All Hair,Aloe Vera,100 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Minimalist Sunscreen SPF 50 enriched with Aloe Vera. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900175.jpg,https://example.com/products/900175
900176,Lakme Face Cream,Beauty & Skincare,Moisturizer,Lakme,1349,1799,25,4.9,6087,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Vitamin C,100 ml,N/A,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Lakme Face Cream enriched with Vitamin C. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900176.jpg,https://example.com/products/900176
900177,L'Oréal Total Repair Shampoo,Beauty & Skincare,Shampoo,L'Oréal,749,1149,35,4.1,19403,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Dry Hair,Hyaluronic Acid,100 ml,N/A,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",L'Oréal Total Repair Shampoo enriched with Hyaluronic Acid. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900177.jpg,https://example.com/products/900177
900178,Nivea Face Wash,Beauty & Skincare,Face Wash,Nivea,299,699,57,4.0,26601,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Damaged Hair,Ceramides,100 ml,N/A,Unisex,"Ceramides, Dermatologically Tested, Paraben Free",Nivea Face Wash enriched with Ceramides. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900178.jpg,https://example.com/products/900178
900179,Plum Night Gel,Beauty & Skincare,Moisturizer,Plum,1249,1449,14,4.4,21230,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Salicylic Acid,100 ml,SPF 30,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Plum Night Gel enriched with Salicylic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900179.jpg,https://example.com/products/900179
900180,Nivea Soft Cream,Beauty & Skincare,Moisturizer,Nivea,1049,1149,9,4.8,7250,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Hyaluronic Acid,200 ml,SPF 30,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Nivea Soft Cream enriched with Hyaluronic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900180.jpg,https://example.com/products/900180
900181,Plum Night Gel,Beauty & Skincare,Moisturizer,Plum,999,1249,20,5.0,25018,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Aloe Vera,250 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Plum Night Gel enriched with Aloe Vera. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900181.jpg,https://example.com/products/900181
900182,Neutrogena Hydro Boost Gel,Beauty & Skincare,Moisturizer,Neutrogena,749,999,25,5.0,7265,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Salicylic Acid,150 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Neutrogena Hydro Boost Gel enriched with Salicylic Acid. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900182.jpg,https://example.com/products/900182
900183,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,549,999,45,4.9,14248,In Stock,ShopWise Beauty,No Warranty,Sensitive Skin,Damaged Hair,Vitamin C,150 ml,N/A,Unisex,"Vitamin C, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Vitamin C. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900183.jpg,https://example.com/products/900183
900184,Maybelline Sky High Mascara,Beauty & Skincare,Makeup,Maybelline,999,1099,9,4.5,8412,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Green Tea,250 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Maybelline Sky High Mascara enriched with Green Tea. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900184.jpg,https://example.com/products/900184
900185,L'Oréal Revitalift Cream,Beauty & Skincare,Moisturizer,L'Oréal,949,1249,24,4.8,17789,In Stock,ShopWise Beauty,No Warranty,All Skin,Damaged Hair,Aloe Vera,100 ml,N/A,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Revitalift Cream enriched with Aloe Vera. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900185.jpg,https://example.com/products/900185
900186,Mamaearth Vitamin C Face Wash,Beauty & Skincare,Face Wash,Mamaearth,649,799,19,4.1,4854,In Stock,ShopWise Beauty,No Warranty,Combination Skin,All Hair,Aloe Vera,150 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Mamaearth Vitamin C Face Wash enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900186.jpg,https://example.com/products/900186
900187,Neutrogena Hydro Boost Gel,Beauty & Skincare,Moisturizer,Neutrogena,349,699,50,4.6,29981,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Aloe Vera,200 ml,SPF 30,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",Neutrogena Hydro Boost Gel enriched with Aloe Vera. Suitable for hydration and daily use.,Hydration,https://example.com/images/beauty/900187.jpg,https://example.com/products/900187
900188,Minimalist Niacinamide Serum,Beauty & Skincare,Serum,Minimalist,999,1249,20,4.0,5026,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Niacinamide,200 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Minimalist Niacinamide Serum enriched with Niacinamide. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900188.jpg,https://example.com/products/900188
900189,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,1149,1199,4,4.1,23835,In Stock,ShopWise Beauty,No Warranty,All Skin,All Hair,Aloe Vera,100 ml,SPF 50,Unisex,"Aloe Vera, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Aloe Vera. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900189.jpg,https://example.com/products/900189
900190,Mamaearth Onion Shampoo,Beauty & Skincare,Shampoo,Mamaearth,899,949,5,4.1,23730,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Oily Hair,Niacinamide,50 ml,N/A,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Mamaearth Onion Shampoo enriched with Niacinamide. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900190.jpg,https://example.com/products/900190
900191,Mamaearth Onion Shampoo,Beauty & Skincare,Shampoo,Mamaearth,899,1249,28,4.8,29900,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Hyaluronic Acid,100 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Mamaearth Onion Shampoo enriched with Hyaluronic Acid. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900191.jpg,https://example.com/products/900191
900192,Mamaearth Onion Shampoo,Beauty & Skincare,Shampoo,Mamaearth,549,599,8,4.4,3721,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Dry Hair,Hyaluronic Acid,150 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Mamaearth Onion Shampoo enriched with Hyaluronic Acid. Suitable for hair care and daily use.,Hair Care,https://example.com/images/beauty/900192.jpg,https://example.com/products/900192
900193,Cetaphil Daily Facial Cleanser,Beauty & Skincare,Face Wash,Cetaphil,249,299,17,4.1,29655,In Stock,ShopWise Beauty,No Warranty,Combination Skin,All Hair,Salicylic Acid,150 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",Cetaphil Daily Facial Cleanser enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900193.jpg,https://example.com/products/900193
900194,The Derma Co Salicylic Face Wash,Beauty & Skincare,Face Wash,The Derma Co,199,399,50,4.9,24657,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Salicylic Acid,50 ml,SPF 50,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",The Derma Co Salicylic Face Wash enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900194.jpg,https://example.com/products/900194
900195,Neutrogena Ultra Sheer Sunscreen,Beauty & Skincare,Sunscreen,Neutrogena,549,849,35,4.4,11208,In Stock,ShopWise Beauty,No Warranty,Combination Skin,Damaged Hair,Green Tea,100 ml,SPF 30,Unisex,"Green Tea, Dermatologically Tested, Paraben Free",Neutrogena Ultra Sheer Sunscreen enriched with Green Tea. Suitable for sun protection and daily use.,Sun Protection,https://example.com/images/beauty/900195.jpg,https://example.com/products/900195
900196,Maybelline Lipstick,Beauty & Skincare,Makeup,Maybelline,499,849,41,4.1,3300,In Stock,ShopWise Beauty,No Warranty,Oily Skin,Oily Hair,Niacinamide,50 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Maybelline Lipstick enriched with Niacinamide. Suitable for makeup and daily use.,Makeup,https://example.com/images/beauty/900196.jpg,https://example.com/products/900196
900197,Plum Body Mist,Beauty & Skincare,Beauty,Plum,599,899,33,4.1,8405,In Stock,ShopWise Beauty,No Warranty,Dry Skin,Damaged Hair,Hyaluronic Acid,250 ml,N/A,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Hyaluronic Acid. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900197.jpg,https://example.com/products/900197
900198,Mamaearth Ubtan Face Wash,Beauty & Skincare,Face Wash,Mamaearth,299,649,54,4.1,24294,In Stock,ShopWise Beauty,No Warranty,All Skin,Dry Hair,Hyaluronic Acid,150 ml,SPF 50,Unisex,"Hyaluronic Acid, Dermatologically Tested, Paraben Free",Mamaearth Ubtan Face Wash enriched with Hyaluronic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900198.jpg,https://example.com/products/900198
900199,L'Oréal Paris Serum,Beauty & Skincare,Serum,L'Oréal,599,649,8,4.3,24705,In Stock,ShopWise Beauty,No Warranty,Oily Skin,All Hair,Salicylic Acid,50 ml,N/A,Unisex,"Salicylic Acid, Dermatologically Tested, Paraben Free",L'Oréal Paris Serum enriched with Salicylic Acid. Suitable for skin care and daily use.,Skin Care,https://example.com/images/beauty/900199.jpg,https://example.com/products/900199
900200,Plum Body Mist,Beauty & Skincare,Beauty,Plum,649,849,24,4.2,1496,In Stock,ShopWise Beauty,No Warranty,Dry Skin,All Hair,Niacinamide,30 ml,SPF 30,Unisex,"Niacinamide, Dermatologically Tested, Paraben Free",Plum Body Mist enriched with Niacinamide. Suitable for beauty and daily use.,Beauty,https://example.com/images/beauty/900200.jpg,https://example.com/products/900200
