product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,material,closure_type,sole_material,occasion,gender,features,description,image_url,product_url
700067,Woodland Leather Boot,Fashion,Boots,Woodland,5499,5999,8,4.5,3765,In Stock,ShopWise Fashion,6 Months,Navy,10,Knit,Velcro,Rubber,Office,Unisex,"Water Resistant, Arch Support, Memory Foam","Woodland Leather Boot boots with water resistant, arch support, memory foam. Ideal for travel use.",https://example.com/images/footwear/700067.jpg,https://example.com/products/700067
700068,Crocs Bayaband,Fashion,Sneakers,Crocs,3399,4299,21,4.1,21359,In Stock,ShopWise Fashion,6 Months,Blue,6,Mesh,Slip-On,TPR,Travel,Unisex,"Lightweight, Anti-Slip, Water Resistant","Crocs Bayaband sneakers with lightweight, anti-slip, water resistant. Ideal for casual use.",https://example.com/images/footwear/700068.jpg,https://example.com/products/700068
700069,Adidas Duramo SL,Fashion,Sneakers,Adidas,5699,6299,10,4.6,12424,In Stock,ShopWise Fashion,6 Months,Brown,6,Canvas,Velcro,Rubber,Gym,Unisex,"Lightweight, Arch Support, Water Resistant","Adidas Duramo SL sneakers with lightweight, arch support, water resistant. Ideal for gym use.",https://example.com/images/footwear/700069.jpg,https://example.com/products/700069
700070,Puma Velocity Nitro,Fashion,Sneakers,Puma,7099,7699,8,4.4,10583,In Stock,ShopWise Fashion,6 Months,Green,7,Leather,Lace-Up,EVA,Outdoor,Unisex,"Lightweight, Arch Support, Anti-Slip","Puma Velocity Nitro sneakers with lightweight, arch support, anti-slip. Ideal for casual use.",https://example.com/images/footwear/700070.jpg,https://example.com/products/700070
700071,Nike Air Max,Fashion,Sneakers,Nike,8599,10399,17,4.5,20320,In Stock,ShopWise Fashion,6 Months,Red,10,Leather,Lace-Up,TPR,Office,Unisex,"Anti-Slip, Water Resistant, Memory Foam","Nike Air Max sneakers with anti-slip, water resistant, memory foam. Ideal for running use.",https://example.com/images/footwear/700071.jpg,https://example.com/products/700071
700072,Bata Formal Oxford,Fashion,Formal Shoes,Bata,4799,6099,21,4.7,10852,In Stock,ShopWise Fashion,6 Months,Blue,10,Knit,Velcro,TPR,Gym,Unisex,"Anti-Slip, Memory Foam, Cushioned Sole","Bata Formal Oxford formal shoes with anti-slip, memory foam, cushioned sole. Ideal for office use.",https://example.com/images/footwear/700072.jpg,https://example.com/products/700072
700073,Adidas Ultraboost Light,Fashion,Running Shoes,Adidas,7199,8199,12,4.8,2421,In Stock,ShopWise Fashion,6 Months,Blue,10,Canvas,Velcro,TPR,Running,Unisex,"Breathable, Lightweight, Arch Support","Adidas Ultraboost Light running shoes with breathable, lightweight, arch support. Ideal for outdoor use.",https://example.com/images/footwear/700073.jpg,https://example.com/products/700073
700074,Crocs LiteRide,Fashion,Sneakers,Crocs,6099,7399,18,4.4,7857,In Stock,ShopWise Fashion,6 Months,Blue,10,Canvas,Velcro,Rubber,Office,Unisex,"Breathable, Cushioned Sole, Water Resistant","Crocs LiteRide sneakers with breathable, cushioned sole, water resistant. Ideal for running use.",https://example.com/images/footwear/700074.jpg,https://example.com/products/700074
700075,Adidas Runfalcon 5,Fashion,Running Shoes,Adidas,10899,13199,17,4.9,20784,In Stock,ShopWise Fashion,6 Months,Green,9,Canvas,Lace-Up,Rubber,Office,Unisex,"Breathable, Water Resistant, Cushioned Sole","Adidas Runfalcon 5 running shoes with breathable, water resistant, cushioned sole. Ideal for outdoor use.",https://example.com/images/footwear/700075.jpg,https://example.com/products/700075
700076,Reebok Classic Leather,Fashion,Sneakers,Reebok,5199,5599,7,4.7,23925,In Stock,ShopWise Fashion,6 Months,Brown,6,Synthetic,Lace-Up,Rubber,Outdoor,Unisex,"Memory Foam, Arch Support, Anti-Slip","Reebok Classic Leather sneakers with memory foam, arch support, anti-slip. Ideal for gym use.",https://example.com/images/footwear/700076.jpg,https://example.com/products/700076
700077,Bata Power Runner,Fashion,Running Shoes,Bata,8499,10699,21,4.6,5355,In Stock,ShopWise Fashion,6 Months,Green,7,Knit,Velcro,TPR,Travel,Unisex,"Lightweight, Water Resistant, Anti-Slip","Bata Power Runner running shoes with lightweight, water resistant, anti-slip. Ideal for travel use.",https://example.com/images/footwear/700077.jpg,https://example.com/products/700077
700078,Crocs Classic Clog,Fashion,Clogs,Crocs,4799,6899,30,4.2,12111,In Stock,ShopWise Fashion,6 Months,Green,10,Mesh,Slip-On,Rubber,Office,Unisex,"Cushioned Sole, Memory Foam, Water Resistant","Crocs Classic Clog clogs with cushioned sole, memory foam, water resistant. Ideal for travel use.",https://example.com/images/footwear/700078.jpg,https://example.com/products/700078
700079,Bata Power Runner,Fashion,Running Shoes,Bata,11599,12999,11,4.6,14926,In Stock,ShopWise Fashion,6 Months,White,11,Mesh,Velcro,Rubber,Travel,Unisex,"Water Resistant, Anti-Slip, Cushioned Sole","Bata Power Runner running shoes with water resistant, anti-slip, cushioned sole. Ideal for outdoor use.",https://example.com/images/footwear/700079.jpg,https://example.com/products/700079
700080,Crocs Classic Clog,Fashion,Clogs,Crocs,2999,4599,35,4.5,2989,In Stock,ShopWise Fashion,6 Months,Grey,7,Knit,Slip-On,TPR,Gym,Unisex,"Breathable, Water Resistant, Memory Foam","Crocs Classic Clog clogs with breathable, water resistant, memory foam. Ideal for outdoor use.",https://example.com/images/footwear/700080.jpg,https://example.com/products/700080
700081,Puma Fuse 3.0,Fashion,Sneakers,Puma,9699,10299,6,4.2,13679,In Stock,ShopWise Fashion,6 Months,Brown,8,Synthetic,Velcro,EVA,Running,Unisex,"Water Resistant, Memory Foam, Arch Support","Puma Fuse 3.0 sneakers with water resistant, memory foam, arch support. Ideal for outdoor use.",https://example.com/images/footwear/700081.jpg,https://example.com/products/700081
700082,Puma BMW Sneakers,Fashion,Sneakers,Puma,7799,8899,12,4.9,14509,In Stock,ShopWise Fashion,6 Months,Grey,6,Mesh,Lace-Up,TPR,Travel,Unisex,"Arch Support, Cushioned Sole, Breathable","Puma BMW Sneakers sneakers with arch support, cushioned sole, breathable. Ideal for gym use.",https://example.com/images/footwear/700082.jpg,https://example.com/products/700082
700083,Nike Air Max,Fashion,Sneakers,Nike,9399,11699,20,4.2,22660,In Stock,ShopWise Fashion,6 Months,Black,11,Canvas,Slip-On,Rubber,Casual,Unisex,"Cushioned Sole, Arch Support, Memory Foam","Nike Air Max sneakers with cushioned sole, arch support, memory foam. Ideal for gym use.",https://example.com/images/footwear/700083.jpg,https://example.com/products/700083
700084,Skechers D'Lites,Fashion,Sneakers,Skechers,5599,7199,22,5.0,9058,In Stock,ShopWise Fashion,6 Months,Navy,8,Synthetic,Lace-Up,EVA,Outdoor,Unisex,"Cushioned Sole, Anti-Slip, Breathable","Skechers D'Lites sneakers with cushioned sole, anti-slip, breathable. Ideal for travel use.",https://example.com/images/footwear/700084.jpg,https://example.com/products/700084
700085,Reebok Classic Leather,Fashion,Sneakers,Reebok,4299,6499,34,4.7,10652,In Stock,ShopWise Fashion,6 Months,Red,10,Canvas,Velcro,Rubber,Travel,Unisex,"Memory Foam, Lightweight, Anti-Slip","Reebok Classic Leather sneakers with memory foam, lightweight, anti-slip. Ideal for running use.",https://example.com/images/footwear/700085.jpg,https://example.com/products/700085
700086,Nike Court Vision,Fashion,Sneakers,Nike,4399,6399,31,4.2,20488,In Stock,ShopWise Fashion,6 Months,Black,9,Mesh,Slip-On,EVA,Office,Unisex,"Arch Support, Cushioned Sole, Lightweight","Nike Court Vision sneakers with arch support, cushioned sole, lightweight. Ideal for running use.",https://example.com/images/footwear/700086.jpg,https://example.com/products/700086
700087,Puma Fuse 3.0,Fashion,Sneakers,Puma,9399,11399,18,4.3,12386,In Stock,ShopWise Fashion,6 Months,Grey,11,Leather,Lace-Up,Rubber,Gym,Unisex,"Anti-Slip, Lightweight, Memory Foam","Puma Fuse 3.0 sneakers with anti-slip, lightweight, memory foam. Ideal for casual use.",https://example.com/images/footwear/700087.jpg,https://example.com/products/700087
700088,Adidas Runfalcon 5,Fashion,Running Shoes,Adidas,5299,7399,28,4.4,20623,In Stock,ShopWise Fashion,6 Months,Blue,11,Canvas,Velcro,Rubber,Outdoor,Unisex,"Anti-Slip, Memory Foam, Water Resistant","Adidas Runfalcon 5 running shoes with anti-slip, memory foam, water resistant. Ideal for casual use.",https://example.com/images/footwear/700088.jpg,https://example.com/products/700088
700089,Adidas Superstar,Fashion,Sneakers,Adidas,4999,5399,7,4.4,12586,In Stock,ShopWise Fashion,6 Months,Red,10,Knit,Velcro,TPR,Outdoor,Unisex,"Cushioned Sole, Memory Foam, Water Resistant","Adidas Superstar sneakers with cushioned sole, memory foam, water resistant. Ideal for gym use.",https://example.com/images/footwear/700089.jpg,https://example.com/products/700089
700090,Bata Casual Sneaker,Fashion,Sneakers,Bata,7499,9399,20,4.0,2068,In Stock,ShopWise Fashion,6 Months,Red,10,Mesh,Slip-On,TPR,Outdoor,Unisex,"Arch Support, Water Resistant, Breathable","Bata Casual Sneaker sneakers with arch support, water resistant, breathable. Ideal for travel use.",https://example.com/images/footwear/700090.jpg,https://example.com/products/700090
700091,Woodland Casual Shoe,Fashion,Sneakers,Woodland,6999,7899,11,4.3,4351,In Stock,ShopWise Fashion,6 Months,Green,8,Synthetic,Velcro,EVA,Outdoor,Unisex,"Lightweight, Memory Foam, Cushioned Sole","Woodland Casual Shoe sneakers with lightweight, memory foam, cushioned sole. Ideal for office use.",https://example.com/images/footwear/700091.jpg,https://example.com/products/700091
700092,Reebok Nano X4,Fashion,Sneakers,Reebok,5299,7499,29,4.8,12860,In Stock,ShopWise Fashion,6 Months,Navy,8,Leather,Lace-Up,EVA,Outdoor,Unisex,"Anti-Slip, Lightweight, Water Resistant","Reebok Nano X4 sneakers with anti-slip, lightweight, water resistant. Ideal for casual use.",https://example.com/images/footwear/700092.jpg,https://example.com/products/700092
700093,Crocs Classic Clog,Fashion,Clogs,Crocs,3099,4399,30,4.3,10986,In Stock,ShopWise Fashion,6 Months,Blue,8,Canvas,Lace-Up,EVA,Outdoor,Unisex,"Water Resistant, Breathable, Arch Support","Crocs Classic Clog clogs with water resistant, breathable, arch support. Ideal for gym use.",https://example.com/images/footwear/700093.jpg,https://example.com/products/700093
700094,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,3599,5099,29,4.2,11832,In Stock,ShopWise Fashion,6 Months,Black,8,Leather,Velcro,EVA,Travel,Unisex,"Cushioned Sole, Anti-Slip, Memory Foam","Woodland Outdoor Trek sneakers with cushioned sole, anti-slip, memory foam. Ideal for casual use.",https://example.com/images/footwear/700094.jpg,https://example.com/products/700094
700095,Bata Formal Oxford,Fashion,Formal Shoes,Bata,4299,6299,32,4.4,4403,In Stock,ShopWise Fashion,6 Months,White,11,Canvas,Lace-Up,TPR,Office,Unisex,"Lightweight, Memory Foam, Water Resistant","Bata Formal Oxford formal shoes with lightweight, memory foam, water resistant. Ideal for casual use.",https://example.com/images/footwear/700095.jpg,https://example.com/products/700095
700096,Nike Air Max,Fashion,Sneakers,Nike,6799,9199,26,4.0,16614,In Stock,ShopWise Fashion,6 Months,Blue,8,Knit,Velcro,EVA,Casual,Unisex,"Breathable, Memory Foam, Anti-Slip","Nike Air Max sneakers with breathable, memory foam, anti-slip. Ideal for office use.",https://example.com/images/footwear/700096.jpg,https://example.com/products/700096
700097,Reebok Nano X4,Fashion,Sneakers,Reebok,8699,9099,4,4.5,14477,In Stock,ShopWise Fashion,6 Months,Brown,10,Canvas,Slip-On,TPR,Casual,Unisex,"Arch Support, Cushioned Sole, Breathable","Reebok Nano X4 sneakers with arch support, cushioned sole, breathable. Ideal for casual use.",https://example.com/images/footwear/700097.jpg,https://example.com/products/700097
700098,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,5899,6499,9,4.3,3197,In Stock,ShopWise Fashion,6 Months,Navy,9,Mesh,Slip-On,TPR,Gym,Unisex,"Breathable, Arch Support, Memory Foam","Woodland Outdoor Trek sneakers with breathable, arch support, memory foam. Ideal for running use.",https://example.com/images/footwear/700098.jpg,https://example.com/products/700098
700099,Reebok Nano X4,Fashion,Sneakers,Reebok,7899,8899,11,4.7,19224,In Stock,ShopWise Fashion,6 Months,Grey,9,Mesh,Lace-Up,Rubber,Travel,Unisex,"Lightweight, Cushioned Sole, Water Resistant","Reebok Nano X4 sneakers with lightweight, cushioned sole, water resistant. Ideal for casual use.",https://example.com/images/footwear/700099.jpg,https://example.com/products/700099
700100,Reebok Floatride,Fashion,Sneakers,Reebok,2799,4099,32,4.5,13481,In Stock,ShopWise Fashion,6 Months,Brown,8,Leather,Slip-On,Rubber,Travel,Unisex,"Water Resistant, Lightweight, Arch Support","Reebok Floatride sneakers with water resistant, lightweight, arch support. Ideal for running use.",https://example.com/images/footwear/700100.jpg,https://example.com/products/700100
700101,Nike Air Max,Fashion,Sneakers,Nike,9299,9999,7,4.6,312,In Stock,ShopWise Fashion,6 Months,Blue,7,Knit,Lace-Up,Rubber,Outdoor,Unisex,"Lightweight, Arch Support, Anti-Slip","Nike Air Max sneakers with lightweight, arch support, anti-slip. Ideal for office use.",https://example.com/images/footwear/700101.jpg,https://example.com/products/700101
700102,Adidas Ultraboost Light,Fashion,Running Shoes,Adidas,10899,13099,17,4.0,16721,In Stock,ShopWise Fashion,6 Months,White,11,Synthetic,Lace-Up,Rubber,Gym,Unisex,"Breathable, Memory Foam, Anti-Slip","Adidas Ultraboost Light running shoes with breathable, memory foam, anti-slip. Ideal for running use.",https://example.com/images/footwear/700102.jpg,https://example.com/products/700102
700103,Bata Casual Sneaker,Fashion,Sneakers,Bata,5999,7699,22,4.3,15628,In Stock,ShopWise Fashion,6 Months,Black,8,Leather,Lace-Up,TPR,Gym,Unisex,"Breathable, Anti-Slip, Memory Foam","Bata Casual Sneaker sneakers with breathable, anti-slip, memory foam. Ideal for outdoor use.",https://example.com/images/footwear/700103.jpg,https://example.com/products/700103
700104,Crocs LiteRide,Fashion,Sneakers,Crocs,4799,6099,21,4.1,6442,In Stock,ShopWise Fashion,6 Months,Green,8,Mesh,Lace-Up,Rubber,Outdoor,Unisex,"Anti-Slip, Cushioned Sole, Water Resistant","Crocs LiteRide sneakers with anti-slip, cushioned sole, water resistant. Ideal for office use.",https://example.com/images/footwear/700104.jpg,https://example.com/products/700104
700105,Nike Pegasus 41,Fashion,Running Shoes,Nike,9699,10799,10,4.2,23865,In Stock,ShopWise Fashion,6 Months,Navy,9,Synthetic,Lace-Up,TPR,Running,Unisex,"Breathable, Anti-Slip, Lightweight","Nike Pegasus 41 running shoes with breathable, anti-slip, lightweight. Ideal for office use.",https://example.com/images/footwear/700105.jpg,https://example.com/products/700105
700106,Puma BMW Sneakers,Fashion,Sneakers,Puma,4599,4999,8,4.6,8709,In Stock,ShopWise Fashion,6 Months,White,10,Knit,Slip-On,Rubber,Running,Unisex,"Water Resistant, Cushioned Sole, Breathable","Puma BMW Sneakers sneakers with water resistant, cushioned sole, breathable. Ideal for gym use.",https://example.com/images/footwear/700106.jpg,https://example.com/products/700106
700107,Nike Pegasus 41,Fashion,Running Shoes,Nike,9499,10799,12,4.4,15835,In Stock,ShopWise Fashion,6 Months,Green,11,Knit,Lace-Up,Rubber,Outdoor,Unisex,"Anti-Slip, Water Resistant, Lightweight","Nike Pegasus 41 running shoes with anti-slip, water resistant, lightweight. Ideal for running use.",https://example.com/images/footwear/700107.jpg,https://example.com/products/700107
700108,Bata Power Runner,Fashion,Running Shoes,Bata,10699,11999,11,4.4,17354,In Stock,ShopWise Fashion,6 Months,Black,10,Mesh,Lace-Up,EVA,Office,Unisex,"Cushioned Sole, Water Resistant, Lightweight","Bata Power Runner running shoes with cushioned sole, water resistant, lightweight. Ideal for running use.",https://example.com/images/footwear/700108.jpg,https://example.com/products/700108
700109,Puma Velocity Nitro,Fashion,Sneakers,Puma,9899,10299,4,4.1,5783,In Stock,ShopWise Fashion,6 Months,Red,8,Canvas,Lace-Up,TPR,Casual,Unisex,"Water Resistant, Breathable, Anti-Slip","Puma Velocity Nitro sneakers with water resistant, breathable, anti-slip. Ideal for running use.",https://example.com/images/footwear/700109.jpg,https://example.com/products/700109
700110,Reebok Nano X4,Fashion,Sneakers,Reebok,7199,8699,17,4.8,22570,In Stock,ShopWise Fashion,6 Months,Navy,11,Canvas,Lace-Up,EVA,Casual,Unisex,"Memory Foam, Breathable, Cushioned Sole","Reebok Nano X4 sneakers with memory foam, breathable, cushioned sole. Ideal for office use.",https://example.com/images/footwear/700110.jpg,https://example.com/products/700110
700111,Crocs LiteRide,Fashion,Sneakers,Crocs,5299,6499,18,4.3,14250,In Stock,ShopWise Fashion,6 Months,Navy,9,Leather,Lace-Up,EVA,Casual,Unisex,"Arch Support, Cushioned Sole, Water Resistant","Crocs LiteRide sneakers with arch support, cushioned sole, water resistant. Ideal for casual use.",https://example.com/images/footwear/700111.jpg,https://example.com/products/700111
700112,Reebok Floatride,Fashion,Sneakers,Reebok,7799,9099,14,4.4,15065,In Stock,ShopWise Fashion,6 Months,Grey,6,Canvas,Lace-Up,TPR,Running,Unisex,"Water Resistant, Anti-Slip, Breathable","Reebok Floatride sneakers with water resistant, anti-slip, breathable. Ideal for casual use.",https://example.com/images/footwear/700112.jpg,https://example.com/products/700112
700113,Skechers D'Lites,Fashion,Sneakers,Skechers,1999,2599,23,4.8,20740,In Stock,ShopWise Fashion,6 Months,Grey,10,Synthetic,Slip-On,EVA,Running,Unisex,"Arch Support, Water Resistant, Lightweight","Skechers D'Lites sneakers with arch support, water resistant, lightweight. Ideal for running use.",https://example.com/images/footwear/700113.jpg,https://example.com/products/700113
700114,Puma BMW Sneakers,Fashion,Sneakers,Puma,7399,7899,6,4.6,18189,In Stock,ShopWise Fashion,6 Months,Navy,9,Knit,Velcro,TPR,Outdoor,Unisex,"Memory Foam, Lightweight, Breathable","Puma BMW Sneakers sneakers with memory foam, lightweight, breathable. Ideal for travel use.",https://example.com/images/footwear/700114.jpg,https://example.com/products/700114
700115,Woodland Leather Boot,Fashion,Boots,Woodland,6899,8399,18,4.6,21752,In Stock,ShopWise Fashion,6 Months,Blue,9,Leather,Velcro,EVA,Casual,Unisex,"Breathable, Water Resistant, Anti-Slip","Woodland Leather Boot boots with breathable, water resistant, anti-slip. Ideal for running use.",https://example.com/images/footwear/700115.jpg,https://example.com/products/700115
700116,Bata Formal Oxford,Fashion,Formal Shoes,Bata,6099,6899,12,4.9,495,In Stock,ShopWise Fashion,6 Months,Black,6,Knit,Lace-Up,Rubber,Travel,Unisex,"Anti-Slip, Water Resistant, Memory Foam","Bata Formal Oxford formal shoes with anti-slip, water resistant, memory foam. Ideal for outdoor use.",https://example.com/images/footwear/700116.jpg,https://example.com/products/700116
700117,Woodland Casual Shoe,Fashion,Sneakers,Woodland,8699,8999,3,4.1,21316,In Stock,ShopWise Fashion,6 Months,Red,7,Leather,Lace-Up,EVA,Outdoor,Unisex,"Lightweight, Memory Foam, Breathable","Woodland Casual Shoe sneakers with lightweight, memory foam, breathable. Ideal for gym use.",https://example.com/images/footwear/700117.jpg,https://example.com/products/700117
700118,Skechers Summits,Fashion,Sneakers,Skechers,5799,7899,27,4.8,14964,In Stock,ShopWise Fashion,6 Months,Navy,8,Synthetic,Lace-Up,Rubber,Casual,Unisex,"Anti-Slip, Lightweight, Water Resistant","Skechers Summits sneakers with anti-slip, lightweight, water resistant. Ideal for office use.",https://example.com/images/footwear/700118.jpg,https://example.com/products/700118
700119,Puma Velocity Nitro,Fashion,Sneakers,Puma,2399,2899,17,4.7,16820,In Stock,ShopWise Fashion,6 Months,Black,11,Leather,Lace-Up,TPR,Outdoor,Unisex,"Breathable, Water Resistant, Memory Foam","Puma Velocity Nitro sneakers with breathable, water resistant, memory foam. Ideal for outdoor use.",https://example.com/images/footwear/700119.jpg,https://example.com/products/700119
700120,Bata Power Runner,Fashion,Running Shoes,Bata,8399,9299,10,4.5,20891,In Stock,ShopWise Fashion,6 Months,Navy,11,Knit,Lace-Up,TPR,Travel,Unisex,"Arch Support, Breathable, Anti-Slip","Bata Power Runner running shoes with arch support, breathable, anti-slip. Ideal for casual use.",https://example.com/images/footwear/700120.jpg,https://example.com/products/700120
700121,Bata Casual Sneaker,Fashion,Sneakers,Bata,7399,8099,9,4.4,3241,In Stock,ShopWise Fashion,6 Months,White,11,Leather,Lace-Up,Rubber,Office,Unisex,"Cushioned Sole, Anti-Slip, Water Resistant","Bata Casual Sneaker sneakers with cushioned sole, anti-slip, water resistant. Ideal for casual use.",https://example.com/images/footwear/700121.jpg,https://example.com/products/700121
700122,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,9699,10199,5,4.6,17501,In Stock,ShopWise Fashion,6 Months,Navy,6,Mesh,Slip-On,Rubber,Gym,Unisex,"Lightweight, Water Resistant, Cushioned Sole","Woodland Outdoor Trek sneakers with lightweight, water resistant, cushioned sole. Ideal for travel use.",https://example.com/images/footwear/700122.jpg,https://example.com/products/700122
700123,Crocs Classic Clog,Fashion,Clogs,Crocs,4499,6599,32,4.1,4993,In Stock,ShopWise Fashion,6 Months,White,11,Knit,Velcro,Rubber,Casual,Unisex,"Arch Support, Memory Foam, Lightweight","Crocs Classic Clog clogs with arch support, memory foam, lightweight. Ideal for travel use.",https://example.com/images/footwear/700123.jpg,https://example.com/products/700123
700124,Bata Formal Oxford,Fashion,Formal Shoes,Bata,4999,5999,17,4.5,23104,In Stock,ShopWise Fashion,6 Months,Blue,11,Synthetic,Slip-On,Rubber,Outdoor,Unisex,"Cushioned Sole, Water Resistant, Anti-Slip","Bata Formal Oxford formal shoes with cushioned sole, water resistant, anti-slip. Ideal for gym use.",https://example.com/images/footwear/700124.jpg,https://example.com/products/700124
700125,Skechers D'Lites,Fashion,Sneakers,Skechers,5299,6499,18,5.0,22604,In Stock,ShopWise Fashion,6 Months,Green,6,Canvas,Velcro,EVA,Gym,Unisex,"Lightweight, Anti-Slip, Breathable","Skechers D'Lites sneakers with lightweight, anti-slip, breathable. Ideal for gym use.",https://example.com/images/footwear/700125.jpg,https://example.com/products/700125
700126,Nike Air Max,Fashion,Sneakers,Nike,6599,7999,18,4.6,6133,In Stock,ShopWise Fashion,6 Months,Blue,9,Mesh,Lace-Up,TPR,Gym,Unisex,"Anti-Slip, Lightweight, Water Resistant","Nike Air Max sneakers with anti-slip, lightweight, water resistant. Ideal for outdoor use.",https://example.com/images/footwear/700126.jpg,https://example.com/products/700126
700127,Bata Formal Oxford,Fashion,Formal Shoes,Bata,4699,5099,8,4.4,19354,In Stock,ShopWise Fashion,6 Months,White,9,Synthetic,Slip-On,Rubber,Travel,Unisex,"Water Resistant, Arch Support, Cushioned Sole","Bata Formal Oxford formal shoes with water resistant, arch support, cushioned sole. Ideal for gym use.",https://example.com/images/footwear/700127.jpg,https://example.com/products/700127
700128,Skechers Summits,Fashion,Sneakers,Skechers,2299,3799,39,4.4,5924,In Stock,ShopWise Fashion,6 Months,Green,9,Leather,Slip-On,Rubber,Gym,Unisex,"Breathable, Arch Support, Water Resistant","Skechers Summits sneakers with breathable, arch support, water resistant. Ideal for outdoor use.",https://example.com/images/footwear/700128.jpg,https://example.com/products/700128
700129,Skechers Summits,Fashion,Sneakers,Skechers,6699,8699,23,4.8,18904,In Stock,ShopWise Fashion,6 Months,Grey,9,Leather,Slip-On,TPR,Outdoor,Unisex,"Lightweight, Anti-Slip, Arch Support","Skechers Summits sneakers with lightweight, anti-slip, arch support. Ideal for office use.",https://example.com/images/footwear/700129.jpg,https://example.com/products/700129
700130,Nike Pegasus 41,Fashion,Running Shoes,Nike,4099,5099,20,4.8,7395,In Stock,ShopWise Fashion,6 Months,Blue,11,Synthetic,Slip-On,TPR,Office,Unisex,"Memory Foam, Water Resistant, Anti-Slip","Nike Pegasus 41 running shoes with memory foam, water resistant, anti-slip. Ideal for gym use.",https://example.com/images/footwear/700130.jpg,https://example.com/products/700130
700131,Woodland Casual Shoe,Fashion,Sneakers,Woodland,3299,4599,28,5.0,9233,In Stock,ShopWise Fashion,6 Months,White,7,Leather,Slip-On,Rubber,Gym,Unisex,"Cushioned Sole, Water Resistant, Anti-Slip","Woodland Casual Shoe sneakers with cushioned sole, water resistant, anti-slip. Ideal for travel use.",https://example.com/images/footwear/700131.jpg,https://example.com/products/700131
700132,Reebok Nano X4,Fashion,Sneakers,Reebok,3499,3999,13,4.3,15210,In Stock,ShopWise Fashion,6 Months,Grey,9,Leather,Lace-Up,Rubber,Casual,Unisex,"Lightweight, Breathable, Cushioned Sole","Reebok Nano X4 sneakers with lightweight, breathable, cushioned sole. Ideal for travel use.",https://example.com/images/footwear/700132.jpg,https://example.com/products/700132
