product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,energy_rating,capacity,power,features,description,purpose,image_url,product_url
800133,LG Convertible,Home Appliances,Refrigerator,LG,Convertible,37100,38800,4,4.3,10737,In Stock,ShopWise Home,1 Year,Black,5 Star,1L,2000W,"Frost Free, Inverter Compressor, Energy Rating 3 Star","LG Convertible refrigerator with frost free, inverter compressor, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800133.jpg,https://example.com/products/800133
800134,Kent RO+UV+UF,Home Appliances,Water Purifier,Kent,RO+UV+UF,11300,13300,15,4.5,5461,In Stock,ShopWise Home,1 Year,Black,3 Star,190L,1500W,"UV, TDS Controller, Mineral Booster","Kent RO+UV+UF water purifier with uv, tds controller, mineral booster. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800134.jpg,https://example.com/products/800134
800135,Whirlpool Fully Automatic,Home Appliances,Washing Machine,Whirlpool,Fully Automatic,68600,73200,6,4.1,12088,In Stock,ShopWise Home,1 Year,Black,5 Star,7kg,500W,"Child Lock, Inverter Motor, Smart Diagnosis","Whirlpool Fully Automatic washing machine with child lock, inverter motor, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800135.jpg,https://example.com/products/800135
800136,LG Convection,Home Appliances,Microwave Oven,LG,Convection,27400,29900,8,4.2,14486,In Stock,ShopWise Home,1 Year,Black,5 Star,8kg,1500W,"Touch Control, Auto Cook Menu, Timer","LG Convection microwave oven with touch control, auto cook menu, timer. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800136.jpg,https://example.com/products/800136
800137,Prestige 750W,Home Appliances,Mixer Grinder,Prestige,750W,11600,15800,27,4.8,5602,In Stock,ShopWise Home,1 Year,White,4 Star,1L,1500W,"Anti-Skid Feet, Copper Motor, Stainless Steel Blades","Prestige 750W mixer grinder with anti-skid feet, copper motor, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800137.jpg,https://example.com/products/800137
800138,Samsung Front Load,Home Appliances,Washing Machine,Samsung,Front Load,21300,23700,10,4.1,12427,In Stock,ShopWise Home,1 Year,White,4 Star,190L,1000W,"Quick Wash, Smart Diagnosis, Steam Wash","Samsung Front Load washing machine with quick wash, smart diagnosis, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800138.jpg,https://example.com/products/800138
800139,LG Side by Side,Home Appliances,Refrigerator,LG,Side by Side,61400,63500,3,4.9,5107,In Stock,ShopWise Home,1 Year,White,5 Star,7kg,2000W,"Convertible Mode, Energy Rating 3 Star, Inverter Compressor","LG Side by Side refrigerator with convertible mode, energy rating 3 star, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800139.jpg,https://example.com/products/800139
800140,Whirlpool Side by Side,Home Appliances,Refrigerator,Whirlpool,Side by Side,51000,55200,8,5.0,8984,In Stock,ShopWise Home,1 Year,Black,3 Star,1L,1500W,"Convertible Mode, Inverter Compressor, Toughened Glass Shelves","Whirlpool Side by Side refrigerator with convertible mode, inverter compressor, toughened glass shelves. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800140.jpg,https://example.com/products/800140
800141,LG Grill,Home Appliances,Microwave Oven,LG,Grill,25100,29600,15,4.9,14231,In Stock,ShopWise Home,1 Year,Silver,5 Star,28L,750W,"Auto Cook Menu, Child Lock, Defrost","LG Grill microwave oven with auto cook menu, child lock, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800141.jpg,https://example.com/products/800141
800142,IFB Solo,Home Appliances,Microwave Oven,IFB,Solo,7200,8900,19,4.6,14364,In Stock,ShopWise Home,1 Year,Grey,3 Star,1L,500W,"Child Lock, Touch Control, Auto Cook Menu","IFB Solo microwave oven with child lock, touch control, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800142.jpg,https://example.com/products/800142
800143,Whirlpool Side by Side,Home Appliances,Refrigerator,Whirlpool,Side by Side,48500,52200,7,4.1,3156,In Stock,ShopWise Home,1 Year,Silver,5 Star,7kg,1500W,"Frost Free, Toughened Glass Shelves, Energy Rating 3 Star","Whirlpool Side by Side refrigerator with frost free, toughened glass shelves, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800143.jpg,https://example.com/products/800143
800144,IFB Semi Automatic,Home Appliances,Washing Machine,IFB,Semi Automatic,43600,45800,5,4.3,11463,In Stock,ShopWise Home,1 Year,Black,4 Star,28L,1000W,"Child Lock, Inverter Motor, Steam Wash","IFB Semi Automatic washing machine with child lock, inverter motor, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800144.jpg,https://example.com/products/800144
800145,Butterfly 500W,Home Appliances,Mixer Grinder,Butterfly,500W,7100,9100,22,4.5,14113,In Stock,ShopWise Home,1 Year,White,4 Star,20L,1000W,"Copper Motor, Stainless Steel Blades, Anti-Skid Feet","Butterfly 500W mixer grinder with copper motor, stainless steel blades, anti-skid feet. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800145.jpg,https://example.com/products/800145
800146,IFB Front Load,Home Appliances,Washing Machine,IFB,Front Load,25500,27000,6,4.5,343,In Stock,ShopWise Home,1 Year,White,4 Star,1L,750W,"Smart Diagnosis, Quick Wash, Inverter Motor","IFB Front Load washing machine with smart diagnosis, quick wash, inverter motor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800146.jpg,https://example.com/products/800146
800147,Samsung Convection,Home Appliances,Microwave Oven,Samsung,Convection,24100,25100,4,4.5,12437,In Stock,ShopWise Home,1 Year,Black,3 Star,2L,750W,"Timer, Auto Cook Menu, Defrost","Samsung Convection microwave oven with timer, auto cook menu, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800147.jpg,https://example.com/products/800147
800148,Philips 500W,Home Appliances,Mixer Grinder,Philips,500W,5700,7500,24,4.4,8107,In Stock,ShopWise Home,1 Year,White,3 Star,1L,2000W,"Copper Motor, Overload Protection, Anti-Skid Feet","Philips 500W mixer grinder with copper motor, overload protection, anti-skid feet. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800148.jpg,https://example.com/products/800148
800149,Pureit RO+UV,Home Appliances,Water Purifier,Pureit,RO+UV,10200,13700,26,4.8,10948,In Stock,ShopWise Home,1 Year,White,5 Star,28L,2000W,"TDS Controller, RO, UF","Pureit RO+UV water purifier with tds controller, ro, uf. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800149.jpg,https://example.com/products/800149
800150,Samsung Solo,Home Appliances,Microwave Oven,Samsung,Solo,6900,9700,29,4.5,12238,In Stock,ShopWise Home,1 Year,Silver,3 Star,2L,750W,"Child Lock, Timer, Auto Cook Menu","Samsung Solo microwave oven with child lock, timer, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800150.jpg,https://example.com/products/800150
800151,IFB Convection,Home Appliances,Microwave Oven,IFB,Convection,14300,16600,14,4.7,4133,In Stock,ShopWise Home,1 Year,Silver,3 Star,190L,1500W,"Defrost, Touch Control, Auto Cook Menu","IFB Convection microwave oven with defrost, touch control, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800151.jpg,https://example.com/products/800151
800152,Aquaguard RO+UV+UF,Home Appliances,Water Purifier,Aquaguard,RO+UV+UF,25600,29600,14,4.5,6585,In Stock,ShopWise Home,1 Year,Silver,3 Star,10kg,750W,"TDS Controller, UV, UF","Aquaguard RO+UV+UF water purifier with tds controller, uv, uf. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800152.jpg,https://example.com/products/800152
800153,Morphy Richards Convection,Home Appliances,Microwave Oven,Morphy Richards,Convection,13600,14100,4,4.0,11493,In Stock,ShopWise Home,1 Year,Silver,3 Star,190L,750W,"Timer, Touch Control, Auto Cook Menu","Morphy Richards Convection microwave oven with timer, touch control, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800153.jpg,https://example.com/products/800153
800154,Bosch Front Load,Home Appliances,Washing Machine,Bosch,Front Load,30300,34000,11,4.9,13297,In Stock,ShopWise Home,1 Year,Silver,4 Star,7kg,1500W,"Steam Wash, Inverter Motor, Child Lock","Bosch Front Load washing machine with steam wash, inverter motor, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800154.jpg,https://example.com/products/800154
800155,AO Smith RO+UV+UF,Home Appliances,Water Purifier,AO Smith,RO+UV+UF,9500,10300,8,4.6,11093,In Stock,ShopWise Home,1 Year,Grey,4 Star,1L,2000W,"Mineral Booster, UV, TDS Controller","AO Smith RO+UV+UF water purifier with mineral booster, uv, tds controller. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800155.jpg,https://example.com/products/800155
800156,AO Smith RO+UV+UF,Home Appliances,Water Purifier,AO Smith,RO+UV+UF,14100,16900,17,4.2,5588,In Stock,ShopWise Home,1 Year,Grey,3 Star,1L,1500W,"Mineral Booster, TDS Controller, RO","AO Smith RO+UV+UF water purifier with mineral booster, tds controller, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800156.jpg,https://example.com/products/800156
800157,Panasonic Grill,Home Appliances,Microwave Oven,Panasonic,Grill,19200,23700,19,4.4,682,In Stock,ShopWise Home,1 Year,Black,5 Star,190L,1500W,"Timer, Defrost, Auto Cook Menu","Panasonic Grill microwave oven with timer, defrost, auto cook menu. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800157.jpg,https://example.com/products/800157
800158,Haier Double Door,Home Appliances,Refrigerator,Haier,Double Door,76000,79400,4,4.8,271,In Stock,ShopWise Home,1 Year,Grey,5 Star,330L,2000W,"Inverter Compressor, Energy Rating 3 Star, Convertible Mode","Haier Double Door refrigerator with inverter compressor, energy rating 3 star, convertible mode. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800158.jpg,https://example.com/products/800158
800159,LG Solo,Home Appliances,Microwave Oven,LG,Solo,19200,22600,15,4.0,4563,In Stock,ShopWise Home,1 Year,Grey,3 Star,190L,500W,"Timer, Child Lock, Touch Control","LG Solo microwave oven with timer, child lock, touch control. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800159.jpg,https://example.com/products/800159
800160,Bajaj 1000W,Home Appliances,Mixer Grinder,Bajaj,1000W,11400,15400,26,4.4,3930,In Stock,ShopWise Home,1 Year,Black,5 Star,1L,2000W,"Anti-Skid Feet, Stainless Steel Blades, 3 Jars","Bajaj 1000W mixer grinder with anti-skid feet, stainless steel blades, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800160.jpg,https://example.com/products/800160
800161,Whirlpool Semi Automatic,Home Appliances,Washing Machine,Whirlpool,Semi Automatic,67400,70800,5,4.6,14899,In Stock,ShopWise Home,1 Year,Grey,4 Star,7kg,1000W,"Quick Wash, Smart Diagnosis, Child Lock","Whirlpool Semi Automatic washing machine with quick wash, smart diagnosis, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800161.jpg,https://example.com/products/800161
800162,Bajaj 1000W,Home Appliances,Mixer Grinder,Bajaj,1000W,2700,6900,61,4.6,13261,In Stock,ShopWise Home,1 Year,Silver,3 Star,1.5L,2000W,"Overload Protection, Stainless Steel Blades, 3 Jars","Bajaj 1000W mixer grinder with overload protection, stainless steel blades, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800162.jpg,https://example.com/products/800162
800163,Samsung Side by Side,Home Appliances,Refrigerator,Samsung,Side by Side,55900,57500,3,4.8,9979,In Stock,ShopWise Home,1 Year,Silver,4 Star,8kg,750W,"Energy Rating 3 Star, Frost Free, Inverter Compressor","Samsung Side by Side refrigerator with energy rating 3 star, frost free, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800163.jpg,https://example.com/products/800163
800164,Prestige 500W,Home Appliances,Mixer Grinder,Prestige,500W,9500,11000,14,4.9,14825,In Stock,ShopWise Home,1 Year,White,5 Star,7kg,1000W,"Copper Motor, Stainless Steel Blades, Overload Protection","Prestige 500W mixer grinder with copper motor, stainless steel blades, overload protection. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800164.jpg,https://example.com/products/800164
800165,Kent RO,Home Appliances,Water Purifier,Kent,RO,19900,22900,13,4.0,11732,In Stock,ShopWise Home,1 Year,Grey,4 Star,8kg,750W,"TDS Controller, Mineral Booster, UV","Kent RO water purifier with tds controller, mineral booster, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800165.jpg,https://example.com/products/800165
800166,Samsung Grill,Home Appliances,Microwave Oven,Samsung,Grill,24600,29100,15,4.9,11200,In Stock,ShopWise Home,1 Year,Grey,4 Star,1L,500W,"Child Lock, Auto Cook Menu, Touch Control","Samsung Grill microwave oven with child lock, auto cook menu, touch control. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800166.jpg,https://example.com/products/800166
800167,Pureit RO+UV,Home Appliances,Water Purifier,Pureit,RO+UV,15100,17100,12,4.1,8839,In Stock,ShopWise Home,1 Year,Grey,4 Star,1.5L,2000W,"UV, RO, Mineral Booster","Pureit RO+UV water purifier with uv, ro, mineral booster. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800167.jpg,https://example.com/products/800167
800168,IFB Solo,Home Appliances,Microwave Oven,IFB,Solo,21600,24900,13,4.7,3171,In Stock,ShopWise Home,1 Year,Silver,5 Star,1L,500W,"Auto Cook Menu, Child Lock, Timer","IFB Solo microwave oven with auto cook menu, child lock, timer. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800168.jpg,https://example.com/products/800168
800169,LG Top Load,Home Appliances,Washing Machine,LG,Top Load,50000,52100,4,4.9,3181,In Stock,ShopWise Home,1 Year,Silver,4 Star,7kg,500W,"Steam Wash, Inverter Motor, Smart Diagnosis","LG Top Load washing machine with steam wash, inverter motor, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800169.jpg,https://example.com/products/800169
800170,Bajaj 500W,Home Appliances,Mixer Grinder,Bajaj,500W,6900,7500,8,4.1,3349,In Stock,ShopWise Home,1 Year,White,4 Star,240L,2000W,"Anti-Skid Feet, Copper Motor, 3 Jars","Bajaj 500W mixer grinder with anti-skid feet, copper motor, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800170.jpg,https://example.com/products/800170
800171,Pureit RO+UV,Home Appliances,Water Purifier,Pureit,RO+UV,9400,11700,20,4.6,3474,In Stock,ShopWise Home,1 Year,White,5 Star,7kg,1500W,"TDS Controller, RO, Mineral Booster","Pureit RO+UV water purifier with tds controller, ro, mineral booster. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800171.jpg,https://example.com/products/800171
800172,Samsung Solo,Home Appliances,Microwave Oven,Samsung,Solo,16500,17100,4,4.3,12187,In Stock,ShopWise Home,1 Year,Grey,3 Star,330L,500W,"Touch Control, Auto Cook Menu, Defrost","Samsung Solo microwave oven with touch control, auto cook menu, defrost. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800172.jpg,https://example.com/products/800172
800173,Philips 1000W,Home Appliances,Mixer Grinder,Philips,1000W,11400,15300,25,4.4,3933,In Stock,ShopWise Home,1 Year,White,4 Star,1L,1000W,"Overload Protection, Anti-Skid Feet, Stainless Steel Blades","Philips 1000W mixer grinder with overload protection, anti-skid feet, stainless steel blades. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800173.jpg,https://example.com/products/800173
800174,Bosch Top Load,Home Appliances,Washing Machine,Bosch,Top Load,18300,19500,6,4.5,7198,In Stock,ShopWise Home,1 Year,Grey,3 Star,10kg,2000W,"Quick Wash, Child Lock, Smart Diagnosis","Bosch Top Load washing machine with quick wash, child lock, smart diagnosis. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800174.jpg,https://example.com/products/800174
800175,Livpure RO+UV+UF,Home Appliances,Water Purifier,Livpure,RO+UV+UF,14600,17400,16,4.4,1677,In Stock,ShopWise Home,1 Year,Silver,4 Star,7kg,500W,"TDS Controller, Mineral Booster, RO","Livpure RO+UV+UF water purifier with tds controller, mineral booster, ro. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800175.jpg,https://example.com/products/800175
800176,LG Fully Automatic,Home Appliances,Washing Machine,LG,Fully Automatic,50000,50500,1,4.7,1240,In Stock,ShopWise Home,1 Year,Silver,5 Star,240L,1000W,"Steam Wash, Quick Wash, Child Lock","LG Fully Automatic washing machine with steam wash, quick wash, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800176.jpg,https://example.com/products/800176
800177,AO Smith RO+UV+UF,Home Appliances,Water Purifier,AO Smith,RO+UV+UF,23100,27700,17,4.0,6556,In Stock,ShopWise Home,1 Year,Black,4 Star,28L,750W,"TDS Controller, UF, UV","AO Smith RO+UV+UF water purifier with tds controller, uf, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800177.jpg,https://example.com/products/800177
800178,Samsung Fully Automatic,Home Appliances,Washing Machine,Samsung,Fully Automatic,69000,72200,4,4.4,5100,In Stock,ShopWise Home,1 Year,Grey,3 Star,20L,500W,"Quick Wash, Child Lock, Steam Wash","Samsung Fully Automatic washing machine with quick wash, child lock, steam wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800178.jpg,https://example.com/products/800178
800179,Whirlpool Top Load,Home Appliances,Washing Machine,Whirlpool,Top Load,26600,29400,10,4.4,12775,In Stock,ShopWise Home,1 Year,Black,4 Star,20L,2000W,"Smart Diagnosis, Inverter Motor, Child Lock","Whirlpool Top Load washing machine with smart diagnosis, inverter motor, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800179.jpg,https://example.com/products/800179
800180,LG Double Door,Home Appliances,Refrigerator,LG,Double Door,55900,60000,7,4.5,6929,In Stock,ShopWise Home,1 Year,Grey,4 Star,7kg,1000W,"Inverter Compressor, Toughened Glass Shelves, Convertible Mode","LG Double Door refrigerator with inverter compressor, toughened glass shelves, convertible mode. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800180.jpg,https://example.com/products/800180
800181,Whirlpool Semi Automatic,Home Appliances,Washing Machine,Whirlpool,Semi Automatic,25000,27000,7,4.2,11728,In Stock,ShopWise Home,1 Year,White,5 Star,20L,2000W,"Smart Diagnosis, Child Lock, Inverter Motor","Whirlpool Semi Automatic washing machine with smart diagnosis, child lock, inverter motor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800181.jpg,https://example.com/products/800181
800182,IFB Front Load,Home Appliances,Washing Machine,IFB,Front Load,30300,33300,9,4.8,3858,In Stock,ShopWise Home,1 Year,Black,4 Star,330L,500W,"Smart Diagnosis, Steam Wash, Quick Wash","IFB Front Load washing machine with smart diagnosis, steam wash, quick wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800182.jpg,https://example.com/products/800182
800183,Haier Side by Side,Home Appliances,Refrigerator,Haier,Side by Side,58100,59500,2,4.9,7178,In Stock,ShopWise Home,1 Year,Black,3 Star,7kg,750W,"Frost Free, Inverter Compressor, Toughened Glass Shelves","Haier Side by Side refrigerator with frost free, inverter compressor, toughened glass shelves. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800183.jpg,https://example.com/products/800183
800184,Whirlpool Semi Automatic,Home Appliances,Washing Machine,Whirlpool,Semi Automatic,68800,72900,6,4.1,1570,In Stock,ShopWise Home,1 Year,Silver,3 Star,330L,500W,"Inverter Motor, Steam Wash, Child Lock","Whirlpool Semi Automatic washing machine with inverter motor, steam wash, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800184.jpg,https://example.com/products/800184
800185,Haier Convertible,Home Appliances,Refrigerator,Haier,Convertible,34100,35400,4,4.5,6291,In Stock,ShopWise Home,1 Year,Silver,4 Star,2L,1000W,"Frost Free, Toughened Glass Shelves, Inverter Compressor","Haier Convertible refrigerator with frost free, toughened glass shelves, inverter compressor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800185.jpg,https://example.com/products/800185
800186,Philips 1000W,Home Appliances,Mixer Grinder,Philips,1000W,11000,14900,26,4.4,14989,In Stock,ShopWise Home,1 Year,Black,4 Star,190L,1500W,"Copper Motor, Stainless Steel Blades, Overload Protection","Philips 1000W mixer grinder with copper motor, stainless steel blades, overload protection. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800186.jpg,https://example.com/products/800186
800187,Pureit RO,Home Appliances,Water Purifier,Pureit,RO,20300,22400,9,4.4,7579,In Stock,ShopWise Home,1 Year,Black,5 Star,1.5L,2000W,"TDS Controller, RO, Mineral Booster","Pureit RO water purifier with tds controller, ro, mineral booster. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800187.jpg,https://example.com/products/800187
800188,Kent RO+UV+UF,Home Appliances,Water Purifier,Kent,RO+UV+UF,24000,25700,7,4.7,8928,In Stock,ShopWise Home,1 Year,White,3 Star,20L,1500W,"TDS Controller, UF, UV","Kent RO+UV+UF water purifier with tds controller, uf, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800188.jpg,https://example.com/products/800188
800189,IFB Solo,Home Appliances,Microwave Oven,IFB,Solo,27700,31000,11,4.8,10275,In Stock,ShopWise Home,1 Year,Black,3 Star,330L,2000W,"Touch Control, Timer, Child Lock","IFB Solo microwave oven with touch control, timer, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800189.jpg,https://example.com/products/800189
800190,Prestige 750W,Home Appliances,Mixer Grinder,Prestige,750W,6200,8000,22,4.6,10155,In Stock,ShopWise Home,1 Year,Grey,4 Star,330L,1000W,"Copper Motor, Anti-Skid Feet, 3 Jars","Prestige 750W mixer grinder with copper motor, anti-skid feet, 3 jars. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800190.jpg,https://example.com/products/800190
800191,Aquaguard RO,Home Appliances,Water Purifier,Aquaguard,RO,25400,28900,12,4.6,1707,In Stock,ShopWise Home,1 Year,Silver,3 Star,1L,2000W,"Mineral Booster, TDS Controller, UF","Aquaguard RO water purifier with mineral booster, tds controller, uf. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800191.jpg,https://example.com/products/800191
800192,Philips 1000W,Home Appliances,Mixer Grinder,Philips,1000W,4000,7200,44,4.7,3506,In Stock,ShopWise Home,1 Year,Silver,4 Star,1.5L,750W,"Overload Protection, 3 Jars, Copper Motor","Philips 1000W mixer grinder with overload protection, 3 jars, copper motor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800192.jpg,https://example.com/products/800192
800193,IFB Top Load,Home Appliances,Washing Machine,IFB,Top Load,46100,49500,7,4.4,8614,In Stock,ShopWise Home,1 Year,White,3 Star,330L,1000W,"Child Lock, Steam Wash, Quick Wash","IFB Top Load washing machine with child lock, steam wash, quick wash. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800193.jpg,https://example.com/products/800193
800194,Livpure RO+UV+UF,Home Appliances,Water Purifier,Livpure,RO+UV+UF,20200,22100,9,4.0,1334,In Stock,ShopWise Home,1 Year,White,3 Star,8kg,1500W,"RO, Mineral Booster, UV","Livpure RO+UV+UF water purifier with ro, mineral booster, uv. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800194.jpg,https://example.com/products/800194
800195,Bajaj 750W,Home Appliances,Mixer Grinder,Bajaj,750W,9200,11300,19,4.5,9734,In Stock,ShopWise Home,1 Year,Grey,3 Star,1L,1000W,"Anti-Skid Feet, Overload Protection, Copper Motor","Bajaj 750W mixer grinder with anti-skid feet, overload protection, copper motor. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800195.jpg,https://example.com/products/800195
800196,Livpure RO+UV+UF,Home Appliances,Water Purifier,Livpure,RO+UV+UF,25000,28600,13,4.5,2151,In Stock,ShopWise Home,1 Year,White,4 Star,20L,1000W,"UV, RO, UF","Livpure RO+UV+UF water purifier with uv, ro, uf. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800196.jpg,https://example.com/products/800196
800197,Haier Double Door,Home Appliances,Refrigerator,Haier,Double Door,60400,62200,3,4.2,4312,In Stock,ShopWise Home,1 Year,White,5 Star,28L,500W,"Convertible Mode, Inverter Compressor, Energy Rating 3 Star","Haier Double Door refrigerator with convertible mode, inverter compressor, energy rating 3 star. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800197.jpg,https://example.com/products/800197
800198,LG Side by Side,Home Appliances,Refrigerator,LG,Side by Side,81300,83100,2,4.9,12916,In Stock,ShopWise Home,1 Year,White,4 Star,2L,750W,"Energy Rating 3 Star, Frost Free, Toughened Glass Shelves","LG Side by Side refrigerator with energy rating 3 star, frost free, toughened glass shelves. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800198.jpg,https://example.com/products/800198
800199,Panasonic Convection,Home Appliances,Microwave Oven,Panasonic,Convection,23900,25600,7,4.5,6589,In Stock,ShopWise Home,1 Year,Silver,5 Star,20L,500W,"Touch Control, Defrost, Child Lock","Panasonic Convection microwave oven with touch control, defrost, child lock. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800199.jpg,https://example.com/products/800199
800200,Livpure RO+UV+UF,Home Appliances,Water Purifier,Livpure,RO+UV+UF,12700,15100,16,4.9,10311,In Stock,ShopWise Home,1 Year,Silver,4 Star,190L,1500W,"UV, UF, TDS Controller","Livpure RO+UV+UF water purifier with uv, uf, tds controller. Reliable appliance for everyday home use.",Home & Kitchen,https://example.com/images/home/800200.jpg,https://example.com/products/800200
