product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,material,weight,features,description,purpose,image_url,product_url
1000067,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,999,1399,29,4.4,5568,In Stock,ShopWise Sports,6 Months,Grey,Polyester,2 kg,"High Durability, Beginner Friendly, Premium Material","Puma Sports Bottle made from Rubber with high durability, beginner friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000067.jpg,https://example.com/products/1000067
1000068,Boldfit Foam Roller,Sports & Fitness,Recovery,Boldfit,1649,2549,35,4.7,10095,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,10 kg,"Anti-Slip, Portable, Eco-Friendly","Boldfit Foam Roller made from Steel with anti-slip, portable, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000068.jpg,https://example.com/products/1000068
1000069,USI Kettlebell,Sports & Fitness,Strength,USI,2899,3249,11,4.0,3568,In Stock,ShopWise Sports,6 Months,Blue,Steel,5 kg,"Premium Material, Eco-Friendly, Anti-Slip","USI Kettlebell made from Rubber with premium material, eco-friendly, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000069.jpg,https://example.com/products/1000069
1000070,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,749,999,25,4.2,19760,In Stock,ShopWise Sports,6 Months,Blue,Polyester,5 kg,"Sweat Resistant, Beginner Friendly, Premium Material","Adidas Training Gloves made from Polyester with sweat resistant, beginner friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000070.jpg,https://example.com/products/1000070
1000071,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,1699,2549,33,4.5,18858,In Stock,ShopWise Sports,6 Months,Blue,Polyester,2 kg,"Portable, Lightweight, Professional Grade","Adidas Gym Bag made from Polyester with portable, lightweight, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000071.jpg,https://example.com/products/1000071
1000072,Cosco Badminton Racket,Sports & Fitness,Sports,Cosco,2849,3599,21,4.3,15032,In Stock,ShopWise Sports,6 Months,Red,PVC,0.5 kg,"Professional Grade, Premium Material, Eco-Friendly","Cosco Badminton Racket made from Steel with professional grade, premium material, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000072.jpg,https://example.com/products/1000072
1000073,Nivia Volleyball,Sports & Fitness,Sports,Nivia,1249,2199,43,4.0,8556,In Stock,ShopWise Sports,6 Months,Green,Steel,10 kg,"Beginner Friendly, Premium Material, Lightweight","Nivia Volleyball made from Rubber with beginner friendly, premium material, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000073.jpg,https://example.com/products/1000073
1000074,Boldfit Foam Roller,Sports & Fitness,Recovery,Boldfit,2149,2649,19,4.1,8259,In Stock,ShopWise Sports,6 Months,Black,Rubber,1 kg,"Sweat Resistant, High Durability, Portable","Boldfit Foam Roller made from Cotton with sweat resistant, high durability, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000074.jpg,https://example.com/products/1000074
1000075,Nike Running Bottle,Sports & Fitness,Accessories,Nike,599,1249,52,4.9,7976,In Stock,ShopWise Sports,6 Months,Red,Polyester,10 kg,"Beginner Friendly, Anti-Slip, Premium Material","Nike Running Bottle made from EVA Foam with beginner friendly, anti-slip, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000075.jpg,https://example.com/products/1000075
1000076,Cosco Football,Sports & Fitness,Sports,Cosco,3049,3749,19,4.2,17883,In Stock,ShopWise Sports,6 Months,Green,Cotton,2 kg,"Beginner Friendly, Premium Material, Portable","Cosco Football made from PVC with beginner friendly, premium material, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000076.jpg,https://example.com/products/1000076
1000077,Nivia Football,Sports & Fitness,Sports,Nivia,499,799,38,4.8,6745,In Stock,ShopWise Sports,6 Months,Red,Polyester,5 kg,"Lightweight, Portable, Eco-Friendly","Nivia Football made from PVC with lightweight, portable, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000077.jpg,https://example.com/products/1000077
1000078,Nivia Volleyball,Sports & Fitness,Sports,Nivia,2299,3249,29,4.4,17050,In Stock,ShopWise Sports,6 Months,Black,Rubber,0.5 kg,"Beginner Friendly, High Durability, Anti-Slip","Nivia Volleyball made from Polyester with beginner friendly, high durability, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000078.jpg,https://example.com/products/1000078
1000079,Puma Training Bag,Sports & Fitness,Gym Accessories,Puma,2749,3399,19,4.6,1784,In Stock,ShopWise Sports,6 Months,Red,Rubber,2 kg,"Professional Grade, Anti-Slip, Sweat Resistant","Puma Training Bag made from Steel with professional grade, anti-slip, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000079.jpg,https://example.com/products/1000079
1000080,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,549,649,15,4.6,809,In Stock,ShopWise Sports,6 Months,Grey,Polyester,0.5 kg,"Beginner Friendly, Professional Grade, Eco-Friendly","Puma Yoga Mat made from Rubber with beginner friendly, professional grade, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000080.jpg,https://example.com/products/1000080
1000081,Nike Training Mat,Sports & Fitness,Yoga,Nike,749,1599,53,4.2,3199,In Stock,ShopWise Sports,6 Months,Green,PVC,0.5 kg,"Sweat Resistant, Eco-Friendly, Lightweight","Nike Training Mat made from PVC with sweat resistant, eco-friendly, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000081.jpg,https://example.com/products/1000081
1000082,USI Kettlebell,Sports & Fitness,Strength,USI,5849,6199,6,5.0,16862,In Stock,ShopWise Sports,6 Months,Blue,Steel,10 kg,"Lightweight, Eco-Friendly, Beginner Friendly","USI Kettlebell made from Cotton with lightweight, eco-friendly, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000082.jpg,https://example.com/products/1000082
1000083,Decathlon Foam Roller,Sports & Fitness,Recovery,Decathlon,849,1449,41,4.1,4399,In Stock,ShopWise Sports,6 Months,Red,EVA Foam,5 kg,"High Durability, Eco-Friendly, Premium Material","Decathlon Foam Roller made from PVC with high durability, eco-friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000083.jpg,https://example.com/products/1000083
1000084,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,799,1499,47,5.0,2768,In Stock,ShopWise Sports,6 Months,Grey,Steel,0.5 kg,"Anti-Slip, High Durability, Lightweight","Puma Yoga Mat made from Cotton with anti-slip, high durability, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000084.jpg,https://example.com/products/1000084
1000085,Decathlon Yoga Mat,Sports & Fitness,Yoga,Decathlon,1249,1649,24,4.8,3596,In Stock,ShopWise Sports,6 Months,Green,Steel,0.5 kg,"Portable, Eco-Friendly, High Durability","Decathlon Yoga Mat made from Rubber with portable, eco-friendly, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000085.jpg,https://example.com/products/1000085
1000086,Nike Gym Bag,Sports & Fitness,Gym Accessories,Nike,2649,2849,7,4.3,2006,In Stock,ShopWise Sports,6 Months,Blue,PVC,10 kg,"High Durability, Premium Material, Professional Grade","Nike Gym Bag made from Rubber with high durability, premium material, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000086.jpg,https://example.com/products/1000086
1000087,Nivia Goalkeeper Gloves,Sports & Fitness,Sports,Nivia,3249,3549,8,5.0,14256,In Stock,ShopWise Sports,6 Months,Black,PVC,5 kg,"Portable, Professional Grade, Premium Material","Nivia Goalkeeper Gloves made from Rubber with portable, professional grade, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000087.jpg,https://example.com/products/1000087
1000088,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,2949,3049,3,4.5,4362,In Stock,ShopWise Sports,6 Months,Blue,Cotton,2 kg,"Sweat Resistant, Professional Grade, Beginner Friendly","Adidas Training Gloves made from PVC with sweat resistant, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000088.jpg,https://example.com/products/1000088
1000089,Adidas Resistance Band,Sports & Fitness,Resistance Bands,Adidas,749,1699,56,4.8,6125,In Stock,ShopWise Sports,6 Months,Grey,PVC,10 kg,"Eco-Friendly, Beginner Friendly, Sweat Resistant","Adidas Resistance Band made from Polyester with eco-friendly, beginner friendly, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000089.jpg,https://example.com/products/1000089
1000090,USI Barbell,Sports & Fitness,Strength,USI,4149,4249,2,4.4,3316,In Stock,ShopWise Sports,6 Months,Grey,Polyester,5 kg,"High Durability, Eco-Friendly, Anti-Slip","USI Barbell made from Steel with high durability, eco-friendly, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000090.jpg,https://example.com/products/1000090
1000091,Decathlon Foam Roller,Sports & Fitness,Recovery,Decathlon,849,1549,45,4.3,893,In Stock,ShopWise Sports,6 Months,Green,Cotton,2 kg,"Portable, Lightweight, Professional Grade","Decathlon Foam Roller made from Cotton with portable, lightweight, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000091.jpg,https://example.com/products/1000091
1000092,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,1599,2199,27,4.4,653,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,10 kg,"Sweat Resistant, Anti-Slip, Eco-Friendly","Nike Training Gloves made from EVA Foam with sweat resistant, anti-slip, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000092.jpg,https://example.com/products/1000092
1000093,Boldfit Foam Roller,Sports & Fitness,Recovery,Boldfit,1149,1799,36,4.1,7000,In Stock,ShopWise Sports,6 Months,Grey,Polyester,0.5 kg,"Portable, Lightweight, Eco-Friendly","Boldfit Foam Roller made from Polyester with portable, lightweight, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000093.jpg,https://example.com/products/1000093
1000094,USI Barbell,Sports & Fitness,Strength,USI,2799,3499,20,4.1,6436,In Stock,ShopWise Sports,6 Months,Red,EVA Foam,2 kg,"Professional Grade, Premium Material, Eco-Friendly","USI Barbell made from Polyester with professional grade, premium material, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000094.jpg,https://example.com/products/1000094
1000095,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,1199,1599,25,4.4,12976,In Stock,ShopWise Sports,6 Months,Grey,Polyester,0.5 kg,"Anti-Slip, Portable, Beginner Friendly","Adidas Gym Bag made from EVA Foam with anti-slip, portable, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000095.jpg,https://example.com/products/1000095
1000096,Adidas Resistance Band,Sports & Fitness,Resistance Bands,Adidas,549,1299,58,4.5,14240,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,5 kg,"Beginner Friendly, Lightweight, Portable","Adidas Resistance Band made from Steel with beginner friendly, lightweight, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000096.jpg,https://example.com/products/1000096
1000097,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,249,749,67,4.9,16610,In Stock,ShopWise Sports,6 Months,Red,Steel,10 kg,"Professional Grade, Beginner Friendly, Portable","Puma Sports Bottle made from Steel with professional grade, beginner friendly, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000097.jpg,https://example.com/products/1000097
1000098,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,5799,6399,9,4.1,14722,In Stock,ShopWise Sports,6 Months,Blue,Cotton,2 kg,"Professional Grade, Sweat Resistant, Portable","Nivia Shin Guard made from Steel with professional grade, sweat resistant, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000098.jpg,https://example.com/products/1000098
1000099,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,849,1449,41,4.7,14193,In Stock,ShopWise Sports,6 Months,Black,EVA Foam,2 kg,"Sweat Resistant, Professional Grade, Beginner Friendly","Nivia Shin Guard made from EVA Foam with sweat resistant, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000099.jpg,https://example.com/products/1000099
1000100,Boldfit Foam Roller,Sports & Fitness,Recovery,Boldfit,1999,2099,5,4.1,19745,In Stock,ShopWise Sports,6 Months,Red,Steel,1 kg,"Beginner Friendly, Anti-Slip, Lightweight","Boldfit Foam Roller made from Steel with beginner friendly, anti-slip, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000100.jpg,https://example.com/products/1000100
1000101,Nike Gym Bag,Sports & Fitness,Gym Accessories,Nike,1799,2499,28,4.1,18864,In Stock,ShopWise Sports,6 Months,Green,Steel,1 kg,"Eco-Friendly, Professional Grade, Beginner Friendly","Nike Gym Bag made from EVA Foam with eco-friendly, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000101.jpg,https://example.com/products/1000101
1000102,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,1249,1649,24,4.5,16311,In Stock,ShopWise Sports,6 Months,Black,Polyester,10 kg,"Sweat Resistant, Eco-Friendly, Professional Grade","Nike Training Gloves made from Rubber with sweat resistant, eco-friendly, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000102.jpg,https://example.com/products/1000102
1000103,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,1699,1849,8,4.6,5829,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,0.5 kg,"High Durability, Beginner Friendly, Premium Material","Adidas Gym Bag made from PVC with high durability, beginner friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000103.jpg,https://example.com/products/1000103
1000104,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,1049,1849,43,4.4,5597,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,1 kg,"Sweat Resistant, Beginner Friendly, Anti-Slip","Cosco Cricket Bat made from Cotton with sweat resistant, beginner friendly, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000104.jpg,https://example.com/products/1000104
1000105,Nike Training Mat,Sports & Fitness,Yoga,Nike,1349,1549,13,4.0,18351,In Stock,ShopWise Sports,6 Months,Green,PVC,10 kg,"Lightweight, High Durability, Anti-Slip","Nike Training Mat made from EVA Foam with lightweight, high durability, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000105.jpg,https://example.com/products/1000105
1000106,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,5649,6049,7,4.7,18607,In Stock,ShopWise Sports,6 Months,Blue,Polyester,2 kg,"Beginner Friendly, Sweat Resistant, Professional Grade","Nivia Shin Guard made from EVA Foam with beginner friendly, sweat resistant, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000106.jpg,https://example.com/products/1000106
1000107,Nivia Volleyball,Sports & Fitness,Sports,Nivia,649,849,24,4.4,11360,In Stock,ShopWise Sports,6 Months,Black,Steel,10 kg,"Portable, Sweat Resistant, Premium Material","Nivia Volleyball made from Polyester with portable, sweat resistant, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000107.jpg,https://example.com/products/1000107
1000108,Cosco Badminton Racket,Sports & Fitness,Sports,Cosco,4349,5249,17,4.2,6621,In Stock,ShopWise Sports,6 Months,Red,EVA Foam,1 kg,"Professional Grade, Anti-Slip, Premium Material","Cosco Badminton Racket made from Polyester with professional grade, anti-slip, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000108.jpg,https://example.com/products/1000108
1000109,Nivia Volleyball,Sports & Fitness,Sports,Nivia,1749,2699,35,4.5,388,In Stock,ShopWise Sports,6 Months,Red,Rubber,2 kg,"Sweat Resistant, Beginner Friendly, Professional Grade","Nivia Volleyball made from PVC with sweat resistant, beginner friendly, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000109.jpg,https://example.com/products/1000109
1000110,Decathlon Foam Roller,Sports & Fitness,Recovery,Decathlon,2499,2699,7,4.9,17394,In Stock,ShopWise Sports,6 Months,Green,Steel,10 kg,"High Durability, Professional Grade, Beginner Friendly","Decathlon Foam Roller made from Polyester with high durability, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000110.jpg,https://example.com/products/1000110
1000111,USI Barbell,Sports & Fitness,Strength,USI,8649,9099,5,4.8,87,In Stock,ShopWise Sports,6 Months,Green,Rubber,10 kg,"Beginner Friendly, Professional Grade, Sweat Resistant","USI Barbell made from Polyester with beginner friendly, professional grade, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000111.jpg,https://example.com/products/1000111
1000112,Cosco Football,Sports & Fitness,Sports,Cosco,4799,5499,13,4.2,4210,In Stock,ShopWise Sports,6 Months,Red,Polyester,10 kg,"Eco-Friendly, Sweat Resistant, Beginner Friendly","Cosco Football made from Steel with eco-friendly, sweat resistant, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000112.jpg,https://example.com/products/1000112
1000113,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,2749,3099,11,4.5,15912,In Stock,ShopWise Sports,6 Months,Black,Cotton,0.5 kg,"High Durability, Beginner Friendly, Eco-Friendly","Cosco Cricket Bat made from PVC with high durability, beginner friendly, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000113.jpg,https://example.com/products/1000113
1000114,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,2449,2649,8,4.7,7355,In Stock,ShopWise Sports,6 Months,Green,Polyester,0.5 kg,"Portable, Sweat Resistant, Professional Grade","Adidas Gym Bag made from PVC with portable, sweat resistant, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000114.jpg,https://example.com/products/1000114
1000115,Nike Gym Bag,Sports & Fitness,Gym Accessories,Nike,1499,2099,29,4.9,7489,In Stock,ShopWise Sports,6 Months,Red,Polyester,1 kg,"Beginner Friendly, Lightweight, Professional Grade","Nike Gym Bag made from Rubber with beginner friendly, lightweight, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000115.jpg,https://example.com/products/1000115
1000116,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,999,1299,23,4.2,8884,In Stock,ShopWise Sports,6 Months,Blue,PVC,1 kg,"Anti-Slip, Eco-Friendly, Beginner Friendly","Adidas Training Gloves made from PVC with anti-slip, eco-friendly, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000116.jpg,https://example.com/products/1000116
1000117,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,1049,1799,42,4.3,7076,In Stock,ShopWise Sports,6 Months,Red,Steel,10 kg,"Lightweight, Anti-Slip, High Durability","Puma Sports Bottle made from Steel with lightweight, anti-slip, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000117.jpg,https://example.com/products/1000117
1000118,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,799,1299,38,4.0,2384,In Stock,ShopWise Sports,6 Months,Blue,Cotton,2 kg,"Sweat Resistant, Premium Material, Lightweight","Puma Sports Bottle made from EVA Foam with sweat resistant, premium material, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000118.jpg,https://example.com/products/1000118
1000119,Cosco Football,Sports & Fitness,Sports,Cosco,649,1499,57,4.6,10827,In Stock,ShopWise Sports,6 Months,Blue,Rubber,5 kg,"Anti-Slip, Professional Grade, Lightweight","Cosco Football made from Polyester with anti-slip, professional grade, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000119.jpg,https://example.com/products/1000119
1000120,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,5699,6299,10,4.7,19543,In Stock,ShopWise Sports,6 Months,Blue,Cotton,2 kg,"Sweat Resistant, Anti-Slip, Beginner Friendly","Cosco Cricket Bat made from Rubber with sweat resistant, anti-slip, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000120.jpg,https://example.com/products/1000120
1000121,USI Kettlebell,Sports & Fitness,Strength,USI,6999,7799,10,4.0,19149,In Stock,ShopWise Sports,6 Months,Green,Steel,5 kg,"Sweat Resistant, Lightweight, Beginner Friendly","USI Kettlebell made from Polyester with sweat resistant, lightweight, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000121.jpg,https://example.com/products/1000121
1000122,USI Kettlebell,Sports & Fitness,Strength,USI,5749,6299,9,4.9,16036,In Stock,ShopWise Sports,6 Months,Blue,Rubber,2 kg,"High Durability, Sweat Resistant, Portable","USI Kettlebell made from Rubber with high durability, sweat resistant, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000122.jpg,https://example.com/products/1000122
1000123,USI Kettlebell,Sports & Fitness,Strength,USI,5049,5899,14,4.8,11318,In Stock,ShopWise Sports,6 Months,Green,Rubber,1 kg,"Eco-Friendly, Sweat Resistant, Lightweight","USI Kettlebell made from Steel with eco-friendly, sweat resistant, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000123.jpg,https://example.com/products/1000123
1000124,Boldfit Pull-up Band,Sports & Fitness,Resistance Bands,Boldfit,1099,1249,12,4.6,10889,In Stock,ShopWise Sports,6 Months,Black,PVC,10 kg,"Beginner Friendly, Professional Grade, Anti-Slip","Boldfit Pull-up Band made from Cotton with beginner friendly, professional grade, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000124.jpg,https://example.com/products/1000124
1000125,Cosco Football,Sports & Fitness,Sports,Cosco,1149,1599,28,4.2,14871,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,10 kg,"Sweat Resistant, High Durability, Eco-Friendly","Cosco Football made from PVC with sweat resistant, high durability, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000125.jpg,https://example.com/products/1000125
1000126,USI Barbell,Sports & Fitness,Strength,USI,2899,3399,15,4.1,10056,In Stock,ShopWise Sports,6 Months,Green,Polyester,1 kg,"Sweat Resistant, High Durability, Professional Grade","USI Barbell made from Cotton with sweat resistant, high durability, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000126.jpg,https://example.com/products/1000126
1000127,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,2649,2999,12,4.1,15187,In Stock,ShopWise Sports,6 Months,Black,Cotton,1 kg,"Portable, High Durability, Professional Grade","Adidas Training Gloves made from Steel with portable, high durability, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000127.jpg,https://example.com/products/1000127
1000128,USI Barbell,Sports & Fitness,Strength,USI,8099,8849,8,4.9,1100,In Stock,ShopWise Sports,6 Months,Blue,Polyester,5 kg,"Eco-Friendly, Sweat Resistant, Premium Material","USI Barbell made from Cotton with eco-friendly, sweat resistant, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000128.jpg,https://example.com/products/1000128
1000129,Cosco Badminton Racket,Sports & Fitness,Sports,Cosco,4499,5149,13,4.1,10249,In Stock,ShopWise Sports,6 Months,Black,PVC,0.5 kg,"Sweat Resistant, Eco-Friendly, High Durability","Cosco Badminton Racket made from EVA Foam with sweat resistant, eco-friendly, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000129.jpg,https://example.com/products/1000129
1000130,USI Kettlebell,Sports & Fitness,Strength,USI,1249,1399,11,4.4,13550,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,10 kg,"Premium Material, High Durability, Beginner Friendly","USI Kettlebell made from Steel with premium material, high durability, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000130.jpg,https://example.com/products/1000130
1000131,Cosco Football,Sports & Fitness,Sports,Cosco,4999,5849,15,4.7,15277,In Stock,ShopWise Sports,6 Months,Black,Polyester,10 kg,"High Durability, Lightweight, Anti-Slip","Cosco Football made from EVA Foam with high durability, lightweight, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000131.jpg,https://example.com/products/1000131
1000132,Boldfit Shaker Bottle,Sports & Fitness,Accessories,Boldfit,849,1299,35,4.4,10837,In Stock,ShopWise Sports,6 Months,Green,Cotton,0.5 kg,"Premium Material, Eco-Friendly, Anti-Slip","Boldfit Shaker Bottle made from Cotton with premium material, eco-friendly, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000132.jpg,https://example.com/products/1000132
1000133,Nivia Volleyball,Sports & Fitness,Sports,Nivia,3299,3999,18,4.1,8392,In Stock,ShopWise Sports,6 Months,Blue,PVC,10 kg,"Sweat Resistant, Premium Material, Professional Grade","Nivia Volleyball made from Steel with sweat resistant, premium material, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000133.jpg,https://example.com/products/1000133
