product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,material,weight,features,description,purpose,image_url,product_url
1000134,Cosco Basketball,Sports & Fitness,Sports,Cosco,4049,4399,8,4.9,17926,In Stock,ShopWise Sports,6 Months,Red,Polyester,5 kg,"Portable, Sweat Resistant, Lightweight","Cosco Basketball made from Steel with portable, sweat resistant, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000134.jpg,https://example.com/products/1000134
1000135,Nike Training Mat,Sports & Fitness,Yoga,Nike,1249,1449,14,4.8,4658,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,10 kg,"Beginner Friendly, Eco-Friendly, Sweat Resistant","Nike Training Mat made from Polyester with beginner friendly, eco-friendly, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000135.jpg,https://example.com/products/1000135
1000136,Nivia Volleyball,Sports & Fitness,Sports,Nivia,849,1149,26,4.6,9887,In Stock,ShopWise Sports,6 Months,Blue,Steel,0.5 kg,"Professional Grade, Beginner Friendly, Portable","Nivia Volleyball made from Rubber with professional grade, beginner friendly, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000136.jpg,https://example.com/products/1000136
1000137,Nivia Volleyball,Sports & Fitness,Sports,Nivia,2599,2899,10,5.0,2109,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,10 kg,"Anti-Slip, Portable, Lightweight","Nivia Volleyball made from PVC with anti-slip, portable, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000137.jpg,https://example.com/products/1000137
1000138,Nivia Football,Sports & Fitness,Sports,Nivia,3799,4099,7,4.1,14566,In Stock,ShopWise Sports,6 Months,Blue,Cotton,10 kg,"Professional Grade, Lightweight, Premium Material","Nivia Football made from EVA Foam with professional grade, lightweight, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000138.jpg,https://example.com/products/1000138
1000139,Puma Training Bag,Sports & Fitness,Gym Accessories,Puma,2899,3649,21,4.2,12782,In Stock,ShopWise Sports,6 Months,Blue,Rubber,10 kg,"Anti-Slip, High Durability, Beginner Friendly","Puma Training Bag made from Steel with anti-slip, high durability, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000139.jpg,https://example.com/products/1000139
1000140,Nike Gym Bag,Sports & Fitness,Gym Accessories,Nike,1149,1249,8,4.2,12789,In Stock,ShopWise Sports,6 Months,Blue,Steel,2 kg,"Lightweight, Sweat Resistant, Premium Material","Nike Gym Bag made from Steel with lightweight, sweat resistant, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000140.jpg,https://example.com/products/1000140
1000141,Boldfit Pull-up Band,Sports & Fitness,Resistance Bands,Boldfit,849,1449,41,4.0,6491,In Stock,ShopWise Sports,6 Months,Grey,EVA Foam,5 kg,"Portable, Premium Material, Professional Grade","Boldfit Pull-up Band made from Cotton with portable, premium material, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000141.jpg,https://example.com/products/1000141
1000142,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,4599,5299,13,4.7,5061,In Stock,ShopWise Sports,6 Months,Grey,EVA Foam,10 kg,"High Durability, Lightweight, Beginner Friendly","Cosco Cricket Bat made from Steel with high durability, lightweight, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000142.jpg,https://example.com/products/1000142
1000143,Cosco Badminton Racket,Sports & Fitness,Sports,Cosco,5749,6649,14,4.4,12926,In Stock,ShopWise Sports,6 Months,Black,PVC,5 kg,"High Durability, Premium Material, Professional Grade","Cosco Badminton Racket made from Polyester with high durability, premium material, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000143.jpg,https://example.com/products/1000143
1000144,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,2599,3199,19,4.9,13132,In Stock,ShopWise Sports,6 Months,Green,Steel,5 kg,"High Durability, Portable, Professional Grade","Nike Training Gloves made from Polyester with high durability, portable, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000144.jpg,https://example.com/products/1000144
1000145,Puma Training Bag,Sports & Fitness,Gym Accessories,Puma,2549,3099,18,4.2,501,In Stock,ShopWise Sports,6 Months,Green,Rubber,5 kg,"Lightweight, High Durability, Sweat Resistant","Puma Training Bag made from Steel with lightweight, high durability, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000145.jpg,https://example.com/products/1000145
1000146,Decathlon Resistance Band,Sports & Fitness,Resistance Bands,Decathlon,799,1149,30,4.4,1926,In Stock,ShopWise Sports,6 Months,Red,Polyester,2 kg,"Portable, Professional Grade, Eco-Friendly","Decathlon Resistance Band made from Cotton with portable, professional grade, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000146.jpg,https://example.com/products/1000146
1000147,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,4499,4649,3,4.5,11068,In Stock,ShopWise Sports,6 Months,Grey,EVA Foam,2 kg,"Lightweight, Professional Grade, Premium Material","Cosco Cricket Bat made from PVC with lightweight, professional grade, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000147.jpg,https://example.com/products/1000147
1000148,Cosco Football,Sports & Fitness,Sports,Cosco,5599,6499,14,4.7,4055,In Stock,ShopWise Sports,6 Months,Red,Polyester,5 kg,"Sweat Resistant, Eco-Friendly, Premium Material","Cosco Football made from Cotton with sweat resistant, eco-friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000148.jpg,https://example.com/products/1000148
1000149,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,1249,2149,42,4.3,559,In Stock,ShopWise Sports,6 Months,Grey,Steel,2 kg,"Lightweight, Eco-Friendly, Professional Grade","Adidas Training Gloves made from Cotton with lightweight, eco-friendly, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000149.jpg,https://example.com/products/1000149
1000150,Boldfit Shaker Bottle,Sports & Fitness,Accessories,Boldfit,999,1249,20,4.4,12777,In Stock,ShopWise Sports,6 Months,Green,PVC,1 kg,"Anti-Slip, Portable, Premium Material","Boldfit Shaker Bottle made from Polyester with anti-slip, portable, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000150.jpg,https://example.com/products/1000150
1000151,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,549,849,35,4.6,18884,In Stock,ShopWise Sports,6 Months,Grey,Steel,0.5 kg,"Eco-Friendly, Portable, Beginner Friendly","Cosco Cricket Bat made from Polyester with eco-friendly, portable, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000151.jpg,https://example.com/products/1000151
1000152,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,2049,2899,29,4.5,6150,In Stock,ShopWise Sports,6 Months,Green,PVC,2 kg,"Eco-Friendly, Professional Grade, Anti-Slip","Adidas Gym Bag made from PVC with eco-friendly, professional grade, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000152.jpg,https://example.com/products/1000152
1000153,Adidas Gym Bag,Sports & Fitness,Gym Accessories,Adidas,1599,2299,30,4.8,10431,In Stock,ShopWise Sports,6 Months,Red,Cotton,0.5 kg,"Sweat Resistant, Portable, Premium Material","Adidas Gym Bag made from Polyester with sweat resistant, portable, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000153.jpg,https://example.com/products/1000153
1000154,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,199,849,77,4.6,14877,In Stock,ShopWise Sports,6 Months,Blue,Steel,10 kg,"Anti-Slip, Beginner Friendly, Professional Grade","Puma Sports Bottle made from Polyester with anti-slip, beginner friendly, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000154.jpg,https://example.com/products/1000154
1000155,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,999,1899,47,4.3,19745,In Stock,ShopWise Sports,6 Months,Red,Polyester,2 kg,"Beginner Friendly, Premium Material, Eco-Friendly","Nike Training Gloves made from EVA Foam with beginner friendly, premium material, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000155.jpg,https://example.com/products/1000155
1000156,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,1899,2549,26,4.0,9952,In Stock,ShopWise Sports,6 Months,Black,PVC,0.5 kg,"Professional Grade, Beginner Friendly, Eco-Friendly","Puma Yoga Mat made from PVC with professional grade, beginner friendly, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000156.jpg,https://example.com/products/1000156
1000157,USI Weight Plate,Sports & Fitness,Strength,USI,3699,3999,8,4.8,16135,In Stock,ShopWise Sports,6 Months,Green,PVC,10 kg,"Premium Material, Eco-Friendly, Lightweight","USI Weight Plate made from EVA Foam with premium material, eco-friendly, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000157.jpg,https://example.com/products/1000157
1000158,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,3599,4099,12,4.5,11847,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,1 kg,"High Durability, Lightweight, Professional Grade","Nivia Shin Guard made from Polyester with high durability, lightweight, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000158.jpg,https://example.com/products/1000158
1000159,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,2499,3249,23,4.8,3271,In Stock,ShopWise Sports,6 Months,Blue,Polyester,5 kg,"Eco-Friendly, Sweat Resistant, High Durability","Adidas Training Gloves made from Cotton with eco-friendly, sweat resistant, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000159.jpg,https://example.com/products/1000159
1000160,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,4349,5299,18,4.6,18023,In Stock,ShopWise Sports,6 Months,Black,PVC,0.5 kg,"Anti-Slip, Portable, High Durability","Nivia Shin Guard made from EVA Foam with anti-slip, portable, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000160.jpg,https://example.com/products/1000160
1000161,Nivia Shin Guard,Sports & Fitness,Sports,Nivia,5249,5549,5,4.1,14358,In Stock,ShopWise Sports,6 Months,Red,Rubber,2 kg,"Eco-Friendly, Professional Grade, Beginner Friendly","Nivia Shin Guard made from Polyester with eco-friendly, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000161.jpg,https://example.com/products/1000161
1000162,Decathlon Yoga Mat,Sports & Fitness,Yoga,Decathlon,1849,2299,20,4.7,12801,In Stock,ShopWise Sports,6 Months,Blue,Polyester,0.5 kg,"Beginner Friendly, Eco-Friendly, Premium Material","Decathlon Yoga Mat made from Steel with beginner friendly, eco-friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000162.jpg,https://example.com/products/1000162
1000163,Decathlon Yoga Mat,Sports & Fitness,Yoga,Decathlon,949,1299,27,4.2,9871,In Stock,ShopWise Sports,6 Months,Blue,PVC,0.5 kg,"Portable, Premium Material, Sweat Resistant","Decathlon Yoga Mat made from PVC with portable, premium material, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000163.jpg,https://example.com/products/1000163
1000164,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,1999,2899,31,4.2,19515,In Stock,ShopWise Sports,6 Months,Green,Polyester,2 kg,"Sweat Resistant, Professional Grade, Lightweight","Puma Yoga Mat made from EVA Foam with sweat resistant, professional grade, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000164.jpg,https://example.com/products/1000164
1000165,Nike Running Bottle,Sports & Fitness,Accessories,Nike,1249,1449,14,5.0,17461,In Stock,ShopWise Sports,6 Months,Black,PVC,1 kg,"Beginner Friendly, Sweat Resistant, Lightweight","Nike Running Bottle made from Rubber with beginner friendly, sweat resistant, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000165.jpg,https://example.com/products/1000165
1000166,Puma Training Bag,Sports & Fitness,Gym Accessories,Puma,549,849,35,4.3,3005,In Stock,ShopWise Sports,6 Months,Red,EVA Foam,10 kg,"Lightweight, Professional Grade, High Durability","Puma Training Bag made from Rubber with lightweight, professional grade, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000166.jpg,https://example.com/products/1000166
1000167,Nivia Football,Sports & Fitness,Sports,Nivia,1049,1649,36,4.6,17953,In Stock,ShopWise Sports,6 Months,Blue,Cotton,5 kg,"Eco-Friendly, High Durability, Beginner Friendly","Nivia Football made from Rubber with eco-friendly, high durability, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000167.jpg,https://example.com/products/1000167
1000168,Adidas Resistance Band,Sports & Fitness,Resistance Bands,Adidas,749,949,21,4.0,2718,In Stock,ShopWise Sports,6 Months,Green,PVC,1 kg,"Beginner Friendly, Anti-Slip, Premium Material","Adidas Resistance Band made from Polyester with beginner friendly, anti-slip, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000168.jpg,https://example.com/products/1000168
1000169,Boldfit Pull-up Band,Sports & Fitness,Resistance Bands,Boldfit,399,1099,64,4.6,14781,In Stock,ShopWise Sports,6 Months,Black,EVA Foam,2 kg,"Sweat Resistant, Anti-Slip, Lightweight","Boldfit Pull-up Band made from Rubber with sweat resistant, anti-slip, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000169.jpg,https://example.com/products/1000169
1000170,Nivia Volleyball,Sports & Fitness,Sports,Nivia,3899,4299,9,4.4,18273,In Stock,ShopWise Sports,6 Months,Blue,Rubber,1 kg,"Beginner Friendly, Anti-Slip, Portable","Nivia Volleyball made from EVA Foam with beginner friendly, anti-slip, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000170.jpg,https://example.com/products/1000170
1000171,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,2449,2549,4,4.0,11060,In Stock,ShopWise Sports,6 Months,Blue,Rubber,2 kg,"Anti-Slip, Portable, Professional Grade","Nike Training Gloves made from Steel with anti-slip, portable, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000171.jpg,https://example.com/products/1000171
1000172,Nivia Volleyball,Sports & Fitness,Sports,Nivia,5899,6549,10,4.5,1314,In Stock,ShopWise Sports,6 Months,Black,Rubber,10 kg,"Professional Grade, Premium Material, Anti-Slip","Nivia Volleyball made from Polyester with professional grade, premium material, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000172.jpg,https://example.com/products/1000172
1000173,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,1249,1499,17,4.4,6483,In Stock,ShopWise Sports,6 Months,Black,Polyester,1 kg,"Eco-Friendly, Premium Material, Anti-Slip","Nike Training Gloves made from Polyester with eco-friendly, premium material, anti-slip. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000173.jpg,https://example.com/products/1000173
1000174,Decathlon Resistance Band,Sports & Fitness,Resistance Bands,Decathlon,1499,2099,29,4.8,9144,In Stock,ShopWise Sports,6 Months,Red,Cotton,0.5 kg,"Anti-Slip, Portable, High Durability","Decathlon Resistance Band made from Steel with anti-slip, portable, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000174.jpg,https://example.com/products/1000174
1000175,USI Weight Plate,Sports & Fitness,Strength,USI,6899,6999,1,4.6,13283,In Stock,ShopWise Sports,6 Months,Black,Cotton,1 kg,"Portable, Premium Material, Sweat Resistant","USI Weight Plate made from EVA Foam with portable, premium material, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000175.jpg,https://example.com/products/1000175
1000176,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,1449,1699,15,4.2,17829,In Stock,ShopWise Sports,6 Months,Red,EVA Foam,2 kg,"Eco-Friendly, Professional Grade, Beginner Friendly","Puma Sports Bottle made from Cotton with eco-friendly, professional grade, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000176.jpg,https://example.com/products/1000176
1000177,Boldfit Yoga Mat,Sports & Fitness,Yoga,Boldfit,599,999,40,4.9,13101,In Stock,ShopWise Sports,6 Months,Green,Rubber,0.5 kg,"Beginner Friendly, Eco-Friendly, High Durability","Boldfit Yoga Mat made from Cotton with beginner friendly, eco-friendly, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000177.jpg,https://example.com/products/1000177
1000178,Boldfit Shaker Bottle,Sports & Fitness,Accessories,Boldfit,399,1099,64,4.6,3233,In Stock,ShopWise Sports,6 Months,Grey,Rubber,10 kg,"High Durability, Premium Material, Professional Grade","Boldfit Shaker Bottle made from Steel with high durability, premium material, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000178.jpg,https://example.com/products/1000178
1000179,Adidas Training Gloves,Sports & Fitness,Gym Accessories,Adidas,2299,2849,19,4.6,11382,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,0.5 kg,"Sweat Resistant, Lightweight, Eco-Friendly","Adidas Training Gloves made from EVA Foam with sweat resistant, lightweight, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000179.jpg,https://example.com/products/1000179
1000180,Adidas Resistance Band,Sports & Fitness,Resistance Bands,Adidas,599,1549,61,4.9,50,In Stock,ShopWise Sports,6 Months,Green,PVC,5 kg,"Sweat Resistant, High Durability, Premium Material","Adidas Resistance Band made from Polyester with sweat resistant, high durability, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000180.jpg,https://example.com/products/1000180
1000181,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,1699,1949,13,4.7,9523,In Stock,ShopWise Sports,6 Months,Red,Polyester,2 kg,"Beginner Friendly, Sweat Resistant, Portable","Puma Yoga Mat made from EVA Foam with beginner friendly, sweat resistant, portable. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000181.jpg,https://example.com/products/1000181
1000182,Nike Gym Bag,Sports & Fitness,Gym Accessories,Nike,2549,3199,20,4.2,12457,In Stock,ShopWise Sports,6 Months,Grey,Rubber,0.5 kg,"Premium Material, Professional Grade, Sweat Resistant","Nike Gym Bag made from Rubber with premium material, professional grade, sweat resistant. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000182.jpg,https://example.com/products/1000182
1000183,Puma Yoga Mat,Sports & Fitness,Yoga,Puma,1549,1799,14,4.2,9612,In Stock,ShopWise Sports,6 Months,Red,PVC,5 kg,"Professional Grade, Anti-Slip, High Durability","Puma Yoga Mat made from Polyester with professional grade, anti-slip, high durability. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000183.jpg,https://example.com/products/1000183
1000184,Boldfit Yoga Mat,Sports & Fitness,Yoga,Boldfit,2349,2499,6,4.8,10303,In Stock,ShopWise Sports,6 Months,Black,PVC,2 kg,"Sweat Resistant, Anti-Slip, Beginner Friendly","Boldfit Yoga Mat made from EVA Foam with sweat resistant, anti-slip, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000184.jpg,https://example.com/products/1000184
1000185,USI Weight Plate,Sports & Fitness,Strength,USI,3699,4649,20,4.4,7233,In Stock,ShopWise Sports,6 Months,Green,EVA Foam,10 kg,"Portable, Beginner Friendly, Eco-Friendly","USI Weight Plate made from PVC with portable, beginner friendly, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000185.jpg,https://example.com/products/1000185
1000186,Nivia Volleyball,Sports & Fitness,Sports,Nivia,1399,1849,24,4.2,1052,In Stock,ShopWise Sports,6 Months,Black,EVA Foam,2 kg,"Lightweight, Sweat Resistant, Eco-Friendly","Nivia Volleyball made from Steel with lightweight, sweat resistant, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000186.jpg,https://example.com/products/1000186
1000187,Cosco Badminton Racket,Sports & Fitness,Sports,Cosco,2899,3049,5,4.1,5446,In Stock,ShopWise Sports,6 Months,Grey,Polyester,5 kg,"Sweat Resistant, Beginner Friendly, Premium Material","Cosco Badminton Racket made from Steel with sweat resistant, beginner friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000187.jpg,https://example.com/products/1000187
1000188,Nike Running Bottle,Sports & Fitness,Accessories,Nike,1099,1999,45,4.3,893,In Stock,ShopWise Sports,6 Months,Blue,Rubber,5 kg,"Professional Grade, Eco-Friendly, Lightweight","Nike Running Bottle made from EVA Foam with professional grade, eco-friendly, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000188.jpg,https://example.com/products/1000188
1000189,Puma Sports Bottle,Sports & Fitness,Accessories,Puma,549,1199,54,4.4,380,In Stock,ShopWise Sports,6 Months,Red,PVC,1 kg,"Eco-Friendly, High Durability, Premium Material","Puma Sports Bottle made from Cotton with eco-friendly, high durability, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000189.jpg,https://example.com/products/1000189
1000190,Boldfit Yoga Mat,Sports & Fitness,Yoga,Boldfit,1999,2949,32,4.8,14065,In Stock,ShopWise Sports,6 Months,Blue,EVA Foam,5 kg,"Lightweight, Sweat Resistant, Eco-Friendly","Boldfit Yoga Mat made from Cotton with lightweight, sweat resistant, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000190.jpg,https://example.com/products/1000190
1000191,USI Weight Plate,Sports & Fitness,Strength,USI,7499,7899,5,4.0,11075,In Stock,ShopWise Sports,6 Months,Red,Cotton,5 kg,"Beginner Friendly, Sweat Resistant, Lightweight","USI Weight Plate made from Steel with beginner friendly, sweat resistant, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000191.jpg,https://example.com/products/1000191
1000192,Cosco Cricket Bat,Sports & Fitness,Sports,Cosco,549,1049,48,4.1,6663,In Stock,ShopWise Sports,6 Months,Red,Polyester,0.5 kg,"High Durability, Eco-Friendly, Premium Material","Cosco Cricket Bat made from Steel with high durability, eco-friendly, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000192.jpg,https://example.com/products/1000192
1000193,Decathlon Yoga Mat,Sports & Fitness,Yoga,Decathlon,1599,1999,20,4.2,486,In Stock,ShopWise Sports,6 Months,Black,Rubber,0.5 kg,"Premium Material, High Durability, Eco-Friendly","Decathlon Yoga Mat made from Cotton with premium material, high durability, eco-friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000193.jpg,https://example.com/products/1000193
1000194,Nike Running Bottle,Sports & Fitness,Accessories,Nike,899,1599,44,4.4,18207,In Stock,ShopWise Sports,6 Months,Red,Steel,2 kg,"Anti-Slip, Sweat Resistant, Professional Grade","Nike Running Bottle made from PVC with anti-slip, sweat resistant, professional grade. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000194.jpg,https://example.com/products/1000194
1000195,Adidas Resistance Band,Sports & Fitness,Resistance Bands,Adidas,549,1299,58,4.2,15526,In Stock,ShopWise Sports,6 Months,Red,Polyester,1 kg,"Premium Material, Eco-Friendly, Lightweight","Adidas Resistance Band made from Cotton with premium material, eco-friendly, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000195.jpg,https://example.com/products/1000195
1000196,Boldfit Shaker Bottle,Sports & Fitness,Accessories,Boldfit,999,1949,49,4.4,3095,In Stock,ShopWise Sports,6 Months,Blue,Rubber,0.5 kg,"Professional Grade, Portable, Premium Material","Boldfit Shaker Bottle made from Cotton with professional grade, portable, premium material. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000196.jpg,https://example.com/products/1000196
1000197,Decathlon Resistance Band,Sports & Fitness,Resistance Bands,Decathlon,549,1499,63,4.9,9608,In Stock,ShopWise Sports,6 Months,Red,Rubber,5 kg,"Portable, Professional Grade, Lightweight","Decathlon Resistance Band made from Cotton with portable, professional grade, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000197.jpg,https://example.com/products/1000197
1000198,Nivia Football,Sports & Fitness,Sports,Nivia,5099,5749,11,4.1,2102,In Stock,ShopWise Sports,6 Months,Grey,PVC,10 kg,"Anti-Slip, Lightweight, Beginner Friendly","Nivia Football made from EVA Foam with anti-slip, lightweight, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000198.jpg,https://example.com/products/1000198
1000199,Nike Training Gloves,Sports & Fitness,Gym Accessories,Nike,1699,2449,31,4.7,9958,In Stock,ShopWise Sports,6 Months,Green,PVC,2 kg,"Beginner Friendly, Professional Grade, Lightweight","Nike Training Gloves made from Polyester with beginner friendly, professional grade, lightweight. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000199.jpg,https://example.com/products/1000199
1000200,Boldfit Foam Roller,Sports & Fitness,Recovery,Boldfit,2199,2549,14,4.4,5387,In Stock,ShopWise Sports,6 Months,Red,Polyester,10 kg,"Premium Material, Lightweight, Beginner Friendly","Boldfit Foam Roller made from Cotton with premium material, lightweight, beginner friendly. Suitable for fitness training and daily workouts.","Fitness, Gym, Sports",https://example.com/images/sports/1000200.jpg,https://example.com/products/1000200
